l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
64,2,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,TournamentBP,0.106533,68282543,0.020775,365908,718526,17613307,53775.864425,0,0,236641457,587334765,823976222,28244.63
1,8,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.131372,68956078,0.247060,4388704,16930986,17763704,14486.878473,0,0,75046618,45670203,120716822,25212.26
2,16,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,None,0.028271,42632244,0.019593,111764,292990,5704239,12415.218675,0,0,4149624,9404003,13553626,24635.47
4,16,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,TournamentBP,1.514224,332764786,0.106977,13072238,13087115,122196946,51196.949023,0,0,133282781,365993677,499276459,28123.06
8,8,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,BiModeBP,0.057413,41408506,0.322930,2333810,8895960,7226974,13793.059846,0,0,5516840,13974360,19491200,25764.48
8,8,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,TournamentBP,0.058904,41397644,0.303955,2195535,6390601,7223214,15210.977051,0,0,7285053,22112662,29397714,26760.40
32,8,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,BiModeBP,0.087324,68886228,0.035095,622446,1392250,17735966,25145.812649,0,0,112630565,92440277,205070842,24725.16
64,4,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,BiModeBP,0.623793,497460868,0.001294,176144,337022,136172056,50964.855459,0,0,31858240,39445509,71303750,24897.99
64,2,OFF,8,HBM2_2000_4H_1x128,None,128,quick,BiModeBP,0.029466,42236900,0.003107,17602,17468,5665319,62160.010226,0,0,46824162,179306914,226131076,33953.05
4,1,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.113737,68271917,0.159422,2809981,7228152,17626085,16160.246101,0,0,88957178,83593491,172550669,25346.75
256,16,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,LocalBP,0.028626,42193214,0.001133,6418,12717,5663987,57315.129324,0,0,28362747,162658488,191021235,33492.60
8,8,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,None,0.583393,323277530,0.037913,4432703,9736984,116916833,16390.214503,0,0,75159685,91203545,166363230,28820.95
2,8,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,TournamentBP,0.795334,323023931,0.176557,20662866,44932979,117032195,14915.227152,0,0,55945639,68847443,124793083,38870.22
16,1,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,None,0.601370,322962921,0.048511,5664888,13328773,116776114,16368.840390,0,0,72885194,88435924,161321118,28809.15
8,4,OFF,1,HBM2_2000_4H_1x128,None,32,snap,LocalBP,1.156778,327537509,0.055344,6635637,6646734,119898790,50666.151343,0,0,109577871,292952668,402530538,28870.06
64,1,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,LocalBP,0.642152,497670380,0.018015,2453350,2516253,136187499,13028.950619,0,0,135445,286935,422380,25184.36
64,4,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,None,0.039158,41342146,0.150109,1081800,3405780,7206760,11992.955722,0,0,4793690,12635533,17429223,25738.91
4,4,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,TournamentBP,0.822824,497814048,0.030568,4166004,4212311,136286390,50671.013998,0,0,322601371,331421215,654022586,19858.34
4,16,ON,8,HBM2_2000_4H_1x128,None,64,pen,LocalBP,0.088745,68217962,0.069310,1220275,1222034,17605931,15893.009363,0,0,111626332,31759615,143385947,28007.15
64,1,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.647427,497514257,0.004374,595698,1473968,136184814,55150.219574,0,0,142474081,150439417,292913498,23508.51
32,2,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,None,0.027306,42208487,0.004088,23187,29065,5672032,23011.234744,0,0,13669091,42844820,56513911,31591.34
64,2,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,LocalBP,0.083307,68847301,0.030650,543475,1310736,17731747,22198.573071,0,0,118210343,65914834,184125177,27210.48
1,1,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,LocalBP,0.064740,41453179,0.388754,2808520,9331645,7224406,14205.233539,0,0,4891425,13340698,18232123,25957.97
2,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,TournamentBP,0.713366,497686232,0.012582,1713989,4410218,136226241,58032.083636,0,0,381598744,400201992,781800736,22990.31
256,4,OFF,2,HBM2_2000_4H_1x128,None,32,quick,TournamentBP,0.030452,42659572,0.004792,27298,26868,5697024,43198.988937,0,0,18640552,72001089,90641641,26836.63
2,16,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,LocalBP,1.066325,498457671,0.062407,8514686,8733647,136438154,53691.636838,0,0,254182337,264539298,518721635,22174.17
2,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,None,0.126509,67977457,0.217181,3827764,6584229,17624782,15841.595380,0,0,81448003,79720879,161168882,32228.18
256,16,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,pen,LocalBP,0.089921,67850968,0.005734,100774,188925,17574055,67146.947625,0,0,218355615,546893923,765249538,32463.30
32,2,ON,4,HBM2_2000_4H_1x128,None,128,mm,MultiperspectivePerceptron64KB,0.053210,41212461,0.297449,2145213,2145160,7212044,13113.461694,0,0,5056469,13620232,18676702,28176.70
256,16,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,LocalBP,0.030166,41383616,0.003673,26434,27152,7196691,39164.560793,0,0,34694340,112081941,146776281,28326.61
4,1,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,TournamentBP,1.052449,498472981,0.060444,8246451,8246810,136431259,53711.929168,0,0,247930037,252932585,500862621,22107.57
8,16,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,None,0.098022,68887549,0.098363,1744773,1745684,17738082,16696.278542,0,0,99575620,24307670,123883290,26783.46
256,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,TournamentBP,0.029367,42342758,0.003368,19110,26673,5674221,42876.844584,0,0,33167098,127937083,161104181,29632.24
16,16,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,mm,BiModeBP,0.116423,41535376,0.206002,1494606,3911330,7255297,58560.223564,0,0,17111606,2171678143,2188789749,27511.74
128,1,OFF,1,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.872257,320601709,0.022745,2656938,2647933,116814821,38836.265092,0,0,81802240,224157780,305960020,27700.52
8,4,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.082605,68229540,0.041955,739013,1816715,17614571,17231.757087,0,0,120890836,90284424,211175260,25611.87
256,4,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,BiModeBP,0.026976,42318001,0.002632,14929,15801,5673099,20589.088352,0,0,4507632,9423322,13930954,26589.24
256,16,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,LocalBP,0.026751,42214659,0.000970,5496,12454,5665912,26684.861718,0,0,6205911,22225489,28431400,30945.02
64,2,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,MultiperspectivePerceptron64KB,0.539767,322126335,0.010948,1274454,2083322,116406701,24186.262902,0,0,80263128,84229994,164493122,29948.76
64,4,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.623000,497646412,0.005984,814826,1983162,136178116,13770.203086,0,0,153682,208231,361913,25577.35
2,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,LocalBP,0.035465,42557541,0.026917,152831,180695,5677828,43452.074514,0,0,139153734,379939942,519093675,29745.88
2,1,OFF,8,HBM2_2000_4H_1x128,None,64,insert,None,0.835326,497914881,0.032400,4415872,4432615,136293494,50579.499927,0,0,328649914,343380075,672029989,19843.91
32,1,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,LocalBP,0.027565,42597727,0.009455,53992,111165,5710401,12988.285302,0,0,2875573,6127282,9002855,24357.02
256,16,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,LocalBP,0.030108,41356756,0.002676,19284,28846,7207342,42400.954159,0,0,36144671,135816991,171961662,27915.57
16,1,ON,4,HBM2_2000_4H_1x128,None,128,quick,BiModeBP,0.027990,42190537,0.020856,118164,106449,5665816,12656.388579,0,0,5684411,15617267,21301678,29355.86
4,2,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,mm,LocalBP,0.185415,42015304,0.346347,2528258,7887405,7299775,61796.350096,0,0,16420659,1371319450,1387740110,22604.87
256,16,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,None,0.027438,41223157,0.001345,9691,15781,7203028,28970.952430,0,0,9703448,29091684,38795132,29746.58
256,16,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.030113,42625163,0.003216,18323,30853,5696927,48808.901381,0,0,20384319,83438143,103822462,27184.03
512,8,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,LocalBP,0.686644,325479188,0.002948,348156,371041,118108646,63785.755523,0,0,72454781,491235763,563690544,34121.13
512,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,None,0.027320,41207103,0.000916,6590,12022,7197941,30110.242792,0,0,9721723,30547292,40269015,29774.95
32,4,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.667384,497336728,0.006833,930687,972821,136195237,57088.783877,0,0,177219515,194073293,371292807,30441.79
64,16,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,LocalBP,0.027017,42189469,0.002709,15360,15341,5670070,23621.321615,0,0,8238900,23901812,32140713,29933.58
32,2,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.027527,42618413,0.010568,60236,60165,5699596,13453.790092,0,0,2914349,3603702,6518051,24436.98
4,8,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,None,0.088952,68198049,0.070797,1246303,1451109,17603849,15697.959485,0,0,111640431,45359973,157000405,27687.13
128,2,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,None,0.027367,42617035,0.006750,38503,38243,5703984,15969.989351,0,0,3093966,3707848,6801814,23626.72
2,8,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,LocalBP,0.786909,327395428,0.154344,18345235,42105253,118859597,15862.541008,0,0,54811940,63721943,118533882,27553.01
64,2,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.625859,497411629,0.008003,1089857,1110769,136173814,13202.618784,0,0,293485,698739,992223,27152.93
128,8,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.043421,41374975,0.177762,1282219,1869579,7213127,13539.812232,0,0,5272334,12783603,18055937,24877.25
8,16,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,LocalBP,0.055571,41382992,0.302995,2187974,6419404,7221153,13820.259062,0,0,5712325,15479710,21192035,25444.67
4,2,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,BiModeBP,0.676444,497480638,0.006849,932808,2222278,136195992,66433.703935,0,0,396728723,427980828,824709551,28606.89
2,16,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.715260,497811329,0.062506,8515700,8515988,136237380,13016.757695,0,0,132606,254341,386948,23945.82
1,4,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,TournamentBP,0.333169,69587843,0.239064,4274976,12469487,17882119,55900.633008,0,0,178625627,1228882330,1407507957,25157.30
128,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,None,0.097963,68199963,0.013830,243411,458283,17600316,47771.982367,0,0,231182985,467001941,698184926,27655.17
512,2,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,LocalBP,0.820760,328654623,0.008876,1063614,1424219,119834641,39392.273889,0,0,57295367,239308748,296604114,26665.03
512,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,None,0.807958,327709693,0.010975,1310288,1274763,119387666,29201.871268,0,0,57579180,203956127,261535307,27338.29
16,16,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.113393,68309770,0.026656,469663,951961,17619406,56272.139811,0,0,246255906,681080805,927336711,28820.94
256,2,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.075783,68217430,0.011683,205629,408233,17601322,27161.754908,0,0,131334746,100104381,231439127,25842.31
128,16,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,TournamentBP,0.029232,42342559,0.002427,13777,26235,5675652,47263.192277,0,0,30062209,129693769,159755979,28727.70
256,2,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,TournamentBP,0.773423,338979390,0.004695,580223,628320,123593420,65755.754253,0,0,85966653,541536028,627502682,33851.09
4,2,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,BiModeBP,0.057970,41373792,0.329830,2379093,9000895,7213095,13810.303338,0,0,5378810,13664517,19043326,25408.95
256,2,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,BiModeBP,0.615360,497244430,0.000068,9255,13668,136166618,63532.252836,0,0,1716068,10730299,12446367,33834.59
2,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.187143,69177388,0.097153,1727033,3998706,17776382,54836.888178,0,0,227332273,754742447,982074720,26074.39
32,1,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,None,0.196358,41520344,0.349844,2552902,7244026,7297258,65945.627173,0,0,147675289,4743317864,4890993153,28016.35
2,16,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,BiModeBP,0.198862,68569230,0.112809,1993413,5094157,17670625,55562.727593,0,0,325050548,1729133766,2054184314,27079.99
8,8,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,mm,LocalBP,0.164759,41942761,0.304348,2220417,2220539,7295648,60949.929675,0,0,12246712,439767877,452014590,29209.96
1,1,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.143325,68392892,0.291027,5131644,6431861,17632901,15035.311783,0,0,70411901,35984713,106396614,28047.61
256,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,LocalBP,0.825351,327683838,0.009947,1188875,1718858,119518719,36078.782042,0,0,68711245,233681555,302392799,27295.14
512,2,ON,4,HBM2_2000_4H_1x128,None,128,mm,MultiperspectivePerceptron64KB,0.027483,41188955,0.001556,11193,10817,7194633,33051.505405,0,0,8923689,26156283,35079972,28278.26
4,16,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,BiModeBP,0.027869,42349624,0.010552,59932,131258,5679591,15889.566509,0,0,10598239,30974874,41573112,26872.32
32,16,ON,4,HBM2_2000_4H_1x128,None,32,pen,None,0.093024,68887259,0.073367,1301110,1300496,17734182,18127.561467,0,0,105137990,27595128,132733118,26382.97
1,1,ON,8,HBM2_2000_4H_1x128,None,32,insert,TournamentBP,0.717594,497849454,0.063879,8702343,8719072,136232175,13015.327826,0,0,94806,144349,239155,24552.08
8,16,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,BiModeBP,0.126500,68032125,0.036280,639059,742143,17614567,64416.722087,0,0,324730545,951099517,1275830062,34377.97
16,1,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.033019,42725360,0.014047,80074,116803,5700276,44634.956415,0,0,61226776,159868785,221095561,28734.83
256,8,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,LocalBP,0.072321,67856768,0.005274,92727,193350,17580292,35874.270709,0,0,140545993,132225797,272771790,32399.02
1,8,ON,16,HBM2_2000_4H_1x128,None,32,mm,None,0.059519,41699402,0.368709,2667792,2668259,7235485,13050.566911,0,0,2475323,1295190,3770513,23811.60
256,16,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,None,0.749323,339805267,0.003219,398544,663715,123792068,47497.680306,0,0,85818194,561059178,646877372,33880.05
256,16,ON,1,HBM2_2000_4H_1x128,None,128,quick,None,0.027019,42157484,0.001655,9371,9079,5661525,33502.774517,0,0,8224150,30513683,38737833,30238.98
1,1,ON,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,pen,BiModeBP,0.164308,68112112,0.365157,6441361,7302200,17639954,15675.818977,0,0,61946664,56308846,118255510,29722.21
64,8,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,TournamentBP,0.521400,320775949,0.006599,765749,1643104,116042237,25583.452933,0,0,86666907,114753769,201420676,37850.40
2,2,ON,1,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,LocalBP,0.114358,68920883,0.155884,2764730,2766354,17735834,16119.610595,0,0,88949003,37143863,126092866,26143.97
8,1,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,None,0.103348,67915835,0.116719,2054279,5285337,17600202,17470.823340,0,0,99320032,95579677,194899709,31170.10
1,16,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,LocalBP,2.451296,339583485,0.271254,33951760,33890937,125165837,46681.951319,0,0,173715945,502806274,676522219,26773.49
32,4,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,LocalBP,0.026938,42333226,0.003727,21161,46069,5677398,13944.662351,0,0,3924826,10142301,14067126,26062.31
1,2,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.338768,68861865,0.269324,4784456,9922247,17764672,52511.361166,0,0,314303083,1926791831,2241094914,25800.88
64,1,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,None,0.111475,68314392,0.025707,452665,1023980,17608682,54140.267085,0,0,257224915,742854753,1000079668,29303.92
64,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,TournamentBP,0.026758,42206923,0.001909,10829,24888,5671847,17493.766737,0,0,4812283,14771699,19583982,31184.45
128,16,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,None,0.040929,41209784,0.155211,1118418,1153203,7205778,13293.673743,0,0,6633137,18457696,25090833,28159.58
8,16,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.027478,42581150,0.009438,53861,113169,5706903,12440.810605,0,0,3023222,6521589,9544811,24297.41
8,1,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,TournamentBP,0.061052,41250265,0.348075,2512312,2602885,7217732,14455.239835,0,0,3702574,11558488,15261062,27747.39
256,1,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,BiModeBP,0.029367,42342758,0.003368,19110,26673,5674221,42876.844584,0,0,33167098,127937083,161104181,29632.24
512,16,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,None,0.026838,42316902,0.001334,7569,7633,5673053,24383.802352,0,0,4473689,8212892,12686581,26951.36
4,1,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,None,0.029543,42349096,0.039833,226186,501499,5678339,12790.601540,0,0,6958260,19397341,26355601,26193.23
16,8,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.032453,42739077,0.011667,66540,66255,5703308,42311.617072,0,0,43714913,105915041,149629955,27104.18
16,16,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.168778,41482589,0.296585,2163479,6237035,7294629,64917.455635,0,0,16669437,4754703327,4771372764,24679.09
128,1,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,BiModeBP,0.048960,41225277,0.188608,1360650,3886793,7214152,16912.440010,0,0,7346372,21296635,28643006,30514.46
64,1,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,BiModeBP,0.057696,41247357,0.312268,2254249,2340592,7218954,14517.715434,0,0,3891273,11991068,15882341,28980.14
256,8,OFF,1,HBM2_2000_4H_1x128,None,128,mm,LocalBP,0.030010,41214278,0.002125,15308,14937,7203971,61399.137706,0,0,39116665,177580747,216697412,32355.93
32,8,OFF,4,HBM2_2000_4H_1x128,None,128,insert,None,0.662644,497352411,0.005900,803477,803426,136184055,60208.118590,0,0,152116694,162628146,314744840,31222.09
8,4,ON,1,HBM2_2000_4H_1x128,None,128,pen,MultiperspectivePerceptron64KB,0.084960,67878489,0.043162,759342,761203,17592892,20138.720761,0,0,128333750,150304250,278638000,29053.90
4,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,LocalBP,0.720777,497533528,0.012054,1642032,2201420,136222347,65076.369401,0,0,372566581,398137171,770703751,31168.99
1,8,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,TournamentBP,0.111764,68322763,0.168709,2973539,3656437,17625264,14743.321510,0,0,89300418,39920802,129221220,28052.59
8,16,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,BiModeBP,0.180286,41660734,0.321446,2343359,7341707,7290060,64801.060785,0,0,15487605,2621200358,2636687964,24962.91
16,2,OFF,4,HBM2_2000_4H_1x128,None,64,snap,None,0.916581,319405345,0.033762,3922159,3926823,116170107,52774.952137,0,0,145414115,449794417,595208531,31003.59
64,16,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,TournamentBP,0.161590,41852264,0.297048,2165700,6384873,7290740,61301.886457,0,0,9699781,1276455812,1286155594,22151.08
128,8,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,BiModeBP,0.079099,68205235,0.023763,418224,444746,17599720,21487.413444,0,0,125202974,41554163,166757137,28548.93
512,2,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,None,0.027455,41365100,0.001692,12195,21186,7207248,20635.424354,0,0,6016590,12275615,18292205,25597.02
32,1,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,LocalBP,0.673153,497743659,0.036937,5031008,5031005,136205011,13018.872957,0,0,116182,156493,272675,24261.41
512,8,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,BiModeBP,0.027240,42587427,0.001472,8393,14606,5700125,27550.935303,0,0,3275139,10234221,13509360,24542.78
512,4,OFF,4,HBM2_2000_4H_1x128,None,64,mm,TournamentBP,0.029843,41373255,0.002391,17237,16723,7209156,35029.239427,0,0,23135390,97123654,120259044,28534.23
128,4,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,None,0.029353,42353866,0.002676,15198,24135,5679427,48929.497302,0,0,30428936,123718394,154147330,29581.56
2,2,OFF,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,BiModeBP,1.673490,331238152,0.170139,20658708,42653554,121422538,43776.566666,0,0,343954245,1766980664,2110934909,28353.08
256,16,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.027192,42311444,0.001738,9870,19897,5679427,26563.424519,0,0,7411608,27356341,34767948,26542.57
128,2,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,BiModeBP,0.030460,42671080,0.004759,27113,47108,5696908,44979.991148,0,0,27930983,100594139,128525122,26834.36
1,4,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,mm,TournamentBP,0.071950,41347260,0.417418,3016096,10652205,7225608,15756.546211,0,0,5130666,14643035,19773701,29762.51
32,4,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,TournamentBP,0.617839,497225557,0.002972,404655,948286,136163132,14591.666976,0,0,326298,953413,1279711,31974.00
8,8,ON,1,HBM2_2000_4H_1x128,None,32,snap,BiModeBP,0.640593,325163123,0.044459,5240610,5250669,117874081,21639.935809,0,0,70689157,53591760,124280917,29696.02
512,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,None,0.027470,41375588,0.001606,11572,19952,7203706,22850.846872,0,0,7821061,18018494,25839554,24364.72
256,4,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,MultiperspectivePerceptron64KB,0.089309,67850673,0.005873,103255,212453,17580010,56164.829790,0,0,228555377,585496150,814051526,32518.23
512,2,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.030054,41377312,0.002490,17955,20905,7210525,40530.799220,0,0,25948282,110291114,136239396,28904.40
256,16,ON,2,HBM2_2000_4H_1x128,None,64,snap,None,0.544742,322761591,0.007603,887222,873853,116687564,36469.313768,0,0,80130393,51961271,132091663,32521.43
32,2,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,LocalBP,0.031441,42707749,0.007156,40813,67789,5703563,47416.056159,0,0,41302981,119445276,160748256,27980.88
2,8,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,None,0.033480,42401301,0.015379,87104,95916,5663988,56037.449486,0,0,162624604,459547077,622171681,34753.41
32,1,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,TournamentBP,0.601835,322823389,0.038014,4436824,8052716,116716716,18541.098204,0,0,79295041,121281544,200576585,29115.29
512,1,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,LocalBP,0.027947,41372836,0.002531,18232,34182,7202236,25715.417946,0,0,9201458,30038707,39240165,26094.54
32,2,OFF,2,HBM2_2000_4H_1x128,None,128,insert,MultiperspectivePerceptron64KB,0.670465,497383527,0.007094,966281,966249,136201745,58145.454066,0,0,181243250,191994136,373237386,30154.54
8,2,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,None,0.092727,68875349,0.062269,1104984,2603282,17745358,20458.096226,0,0,106179535,84328939,190508474,24746.16
64,4,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.120267,68936104,0.030528,541723,1223292,17744990,50184.139311,0,0,194163463,413029663,607193126,25981.78
4,16,OFF,16,HBM2_2000_4H_1x128,None,32,mm,TournamentBP,0.170225,41967637,0.316971,2310014,2310335,7287778,61035.568832,0,0,15326326,442110387,457436713,29365.06
32,16,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,LocalBP,0.796779,328227767,0.012474,1488240,2219151,119309985,50850.450196,0,0,110183988,426868364,537052352,29955.12
16,4,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,LocalBP,0.079266,68177702,0.026725,470462,1113313,17603992,19429.420442,0,0,126302814,112362917,238665731,25255.52
