l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,bp_type,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_bwWrite_total,dram_bwRead_total,dram_bwTotal_total,dram_avgMemAcc_lat
512,4,OFF,16,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,LocalBP,0.614988,497230643,0.000042,5711,5416,136166343,60449.921205,0,0,657912,9011025,9668937,32878.48
2,8,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,snap,LocalBP,1.549218,328504957,0.149565,17977803,39925102,120200836,44073.594921,0,0,343746040,1790535666,2134281706,28262.50
1,4,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,quick,MultiperspectivePerceptron64KB,0.030589,42253853,0.054097,306990,440796,5674821,13340.421512,0,0,8243551,27982043,36225593,31606.12
16,16,OFF,1,HBM2_2000_4H_1x128,None,128,pen,TournamentBP,0.116473,67945719,0.028149,495463,495020,17601438,64271.128217,0,0,262757310,760908862,1023666172,32721.95
16,16,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,BiModeBP,0.136310,68979549,0.044435,788480,1694678,17744532,55345.493862,0,0,191179078,488296661,679475738,26493.31
512,2,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,BiModeBP,0.616113,497657650,0.000094,12738,20267,136175824,46052.912545,0,0,656970,4478694,5135664,27301.24
256,1,ON,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,None,0.073037,67863236,0.008494,149375,278910,17585761,27624.662762,0,0,139760822,127561455,267322277,33671.42
512,4,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,64,pen,None,0.077672,68215478,0.016459,289848,299205,17609953,25507.905868,0,0,126714303,39268473,165982775,28353.60
32,4,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,BiModeBP,0.892301,320642041,0.025235,2948283,2947520,116831352,41286.030717,0,0,86521009,229214111,315735120,27803.46
64,8,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,quick,BiModeBP,0.027554,42608810,0.004942,28199,54899,5706163,18866.537820,0,0,6019318,15106943,21126261,24422.62
4,2,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,None,0.053252,41240982,0.295319,2131105,2214095,7216293,13184.719195,0,0,5566839,15801555,21368394,29426.80
128,8,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,BiModeBP,0.114028,68938804,0.025614,454563,883853,17746891,48024.257364,0,0,192895929,362210858,555106787,25533.99
32,4,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,None,0.029481,42232907,0.002814,15956,34652,5670665,61843.601153,0,0,61445861,256496417,317942278,34341.14
4,16,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,TournamentBP,0.629526,497289360,0.009340,1271964,2259175,136184139,14367.319751,0,0,402589,1224033,1626621,31299.76
1,16,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,mm,BiModeBP,,,,,,,,,,,,,
256,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,quick,None,0.027114,42623704,0.002912,16608,30453,5703710,17494.129335,0,0,3367059,6011846,9378905,25262.62
8,2,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,TournamentBP,0.027259,42199399,0.008794,49881,53571,5672452,14209.027485,0,0,4414015,12462548,16876562,29802.35
512,8,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,MultiperspectivePerceptron64KB,0.680375,325375477,0.001917,226321,378893,118061878,65013.120744,0,0,73459137,497594542,571053679,34398.53
16,4,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.079266,68177702,0.026725,470462,1113313,17603992,19429.420442,0,0,126302814,112362917,238665731,25255.52
1,8,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,MultiperspectivePerceptron64KB,0.336992,68907098,0.257756,4578702,12050186,17763734,54421.447061,0,0,305430570,2343389202,2648819772,26091.26
32,8,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,mm,LocalBP,0.040849,41211776,0.146680,1056783,3694351,7204704,13777.114602,0,0,6194965,19524951,25719917,30423.78
32,8,OFF,2,HBM2_2000_4H_1x128,None,64,snap,MultiperspectivePerceptron64KB,0.803249,325128051,0.016313,1926973,1925407,118126271,46827.918969,0,0,108981733,358650170,467631902,29769.88
8,1,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,LocalBP,0.213891,69190044,0.129090,2297600,2298825,17798368,52312.149634,0,0,164300267,378298761,542599028,27558.20
16,8,OFF,2,HBM2_2000_4H_1x128,None,32,insert,None,0.949894,498245036,0.046891,6394559,6394561,136369500,53011.581721,0,0,213856743,217720863,431577606,22039.15
512,2,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,snap,LocalBP,0.531802,322097259,0.004119,479438,739771,116393242,43779.491822,0,0,81375380,88278762,169654142,29592.06
1,4,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,MultiperspectivePerceptron64KB,2.286773,342375425,0.233225,29479974,61859308,126401193,47757.913253,0,0,205303634,944706505,1150010140,26192.90
512,1,OFF,16,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,None,0.764377,340366491,0.003874,480486,735584,124037209,60980.085788,0,0,82805630,566859069,649664699,34460.01
1,1,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,BiModeBP,0.665032,497759247,0.029798,4058541,12553959,136200683,13802.438117,0,0,135981,219177,355159,25261.41
16,16,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.628947,497401260,0.009418,1282632,3288465,136182509,13798.467136,0,0,241877,619906,861783,26541.22
2,1,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,snap,None,2.114847,337277736,0.217039,26969534,51655763,124261213,49101.748717,0,0,536819330,3306958219,3843777549,31185.43
8,4,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,quick,BiModeBP,0.027028,42162950,0.006019,34078,82808,5661625,14788.587945,0,0,4859038,14681305,19540343,30904.15
16,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,TournamentBP,0.032917,42738305,0.012731,72761,72492,5715431,43225.828397,0,0,46489570,111770561,158260131,27359.68
2,4,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,snap,TournamentBP,1.695866,330209250,0.175688,21249339,27116002,120949123,43947.742163,0,0,304725171,1139358568,1444083739,29817.73
64,16,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,None,0.161590,41852264,0.297048,2165700,6384873,7290740,61301.886457,0,0,9699781,1276455812,1286155594,22151.08
2,1,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,BiModeBP,0.747550,497865422,0.017553,2391452,5129029,136244356,55885.715875,0,0,372882932,443495564,816378496,23058.51
128,16,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,MultiperspectivePerceptron64KB,0.616719,497695367,0.000172,23405,42081,136175947,49292.651143,0,0,1265017,5540896,6805913,27309.03
64,16,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,TournamentBP,0.085119,68870078,0.027971,496036,1044934,17733728,28977.470385,0,0,115443001,91372733,206815734,24859.39
64,8,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.612768,497196980,0.000232,31637,36487,136160626,16470.556627,0,0,220586,650896,871482,30206.87
512,8,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,TournamentBP,0.677152,325140455,0.002013,237447,391290,117955788,54963.585558,0,0,73972320,500334771,574307092,34443.44
2,1,ON,4,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,pen,None,0.148046,68041267,0.297798,5252116,9144824,17636520,15901.643357,0,0,69728904,68730294,138459197,32314.76
16,16,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,BiModeBP,0.850847,321271259,0.018327,2145681,4931950,117078850,67711.746760,0,0,194267168,1096905024,1291172192,33965.17
512,1,OFF,1,HBM2_2000_4H_1x128,None,128,mm,MultiperspectivePerceptron64KB,0.030006,41218761,0.002229,16041,15736,7196137,63861.137086,0,0,32355904,177348534,209704438,33239.33
2,8,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,BiModeBP,0.028940,42630324,0.020302,115979,298813,5712589,14338.556980,0,0,9237231,24711861,33949092,24898.37
512,1,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.030268,41367181,0.002895,20841,33372,7198110,50173.432177,0,0,28610822,142509370,171120192,29296.49
64,16,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,insert,TournamentBP,0.618829,497709836,0.000472,64332,64186,136181032,46941.887397,0,0,2350917,6349114,8700031,27361.78
512,8,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.612762,497356918,0.000042,5722,10430,136162229,28997.029011,0,0,221946,959538,1181484,26497.64
4,2,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,LocalBP,0.711988,497757315,0.060532,8246532,8414850,136234554,13011.779679,0,0,152722,377444,530166,24137.33
512,16,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,MultiperspectivePerceptron64KB,0.027761,41328459,0.001477,10634,18061,7199918,27215.723152,0,0,8297034,31495994,39793028,25186.84
128,4,OFF,4,HBM2_2000_4H_1x128,None,64,pen,TournamentBP,0.107527,68265979,0.025247,444610,443200,17610216,47934.593239,0,0,205836915,368299555,574136470,27847.89
64,2,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,MultiperspectivePerceptron64KB,0.790724,331352395,0.009393,1133471,2334386,120669988,63537.705861,0,0,137286238,779823357,917109596,34751.26
64,2,ON,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,insert,BiModeBP,0.616039,497207990,0.001852,252132,577126,136162599,15035.832421,0,0,578456,1877698,2456154,32010.93
512,4,OFF,1,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,BiModeBP,0.614906,497367084,0.000050,6860,10056,136169021,46451.749271,0,0,585664,5984669,6570333,28976.18
16,4,ON,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,snap,LocalBP,0.552850,321648791,0.020627,2401446,2740642,116424827,21131.260915,0,0,81257789,102987100,184244890,36672.06
2,4,ON,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,insert,BiModeBP,0.634333,497408999,0.012577,1712716,4406278,136179451,13764.472627,0,0,180801,452204,633005,26943.28
256,16,ON,8,HBM2_2000_4H_1x128,None,64,mm,BiModeBP,0.027681,41336488,0.003712,26726,26291,7199571,19064.543890,0,0,6182395,7914112,14096507,26404.25
16,1,OFF,4,HBM2_2000_4H_1x128,None,128,snap,BiModeBP,1.035188,321786547,0.050279,5905599,5910565,117456012,54827.646696,0,0,293975346,1030640755,1324616100,34112.84
128,1,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,insert,LocalBP,0.615573,497680225,0.001508,205353,480813,136180957,14129.520874,0,0,246560,629891,876451,25342.93
4,8,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,LocalBP,0.650242,323660816,0.083025,9721114,22623715,117087256,14839.791972,0,0,66935857,79576869,146512726,28922.95
512,16,OFF,1,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,BiModeBP,0.743184,339222521,0.004426,545869,738492,123339067,33897.187787,0,0,64428179,353562384,417990562,29040.41
512,2,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,BiModeBP,0.612515,497243703,0.000050,6773,6747,136174710,25930.828289,0,0,196436,572172,768608,29890.21
256,2,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.612678,497225260,0.000086,11707,11502,136164114,26088.622192,0,0,310662,1010749,1321411,29379.24
16,4,OFF,8,HBM2_2000_4H_1x128,None,64,mm,TournamentBP,0.161523,41630235,0.297663,2169384,2169390,7288063,61343.656079,0,0,12741531,872675067,885416598,29310.60
32,4,OFF,2,HBM2_2000_4H_1x128,AMPMPrefetcher,128,insert,BiModeBP,0.647478,497312393,0.004088,556745,959806,136188961,59062.291534,0,0,181606883,197419625,379026508,27586.82
8,1,ON,16,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,BiModeBP,0.703531,325374352,0.104588,12337486,28564553,117963265,15276.319908,0,0,60739239,52896013,113635252,29748.42
128,8,OFF,4,HBM2_2000_4H_1x128,None,32,snap,MultiperspectivePerceptron64KB,0.828989,322905904,0.016029,1885834,1875770,117654099,31357.053961,0,0,73168822,207931380,281100202,27200.95
32,1,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,quick,LocalBP,0.030906,42440099,0.009026,51270,102878,5680273,41540.169690,0,0,80190591,283455620,363646212,29964.22
256,2,OFF,8,HBM2_2000_4H_1x128,AMPMPrefetcher,128,quick,None,0.028953,42220571,0.001361,7725,11478,5675340,67107.313916,0,0,29367967,159957996,189325963,33937.60
512,1,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,pen,None,0.119363,68937995,0.035471,629111,624608,17736022,42284.216140,0,0,154983933,228271301,383255234,26028.59
4,1,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,snap,None,0.749265,327398883,0.129535,15396855,34941497,118862163,16368.816646,0,0,57132192,64961388,122093580,28541.56
64,16,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,32,insert,None,0.618675,497711137,0.000453,61628,93442,136178649,48636.772246,0,0,3115251,8330203,11445454,26565.23
512,16,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,None,0.612500,497373975,0.000038,5235,9898,136163207,22640.687679,0,0,185260,444813,630073,26465.19
1,1,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,snap,TournamentBP,2.713761,347703209,0.320322,41261057,97829046,128811134,45560.879062,0,0,653216721,4770332028,5423548749,28779.01
128,2,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,None,0.078243,68204188,0.014752,259632,527229,17599316,26396.272416,0,0,130943967,124936012,255879978,25843.21
16,4,ON,4,HBM2_2000_4H_1x128,None,64,mm,LocalBP,0.053563,41398530,0.299872,2164707,2164673,7218769,13099.540030,0,0,4007519,6148686,10156204,25700.76
512,1,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,None,0.030254,42659170,0.003944,22473,22022,5697373,42474.769724,0,0,14704233,69232960,83937193,26975.19
64,1,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,mm,BiModeBP,0.057940,41232045,0.312352,2255617,2341166,7221389,14562.366306,0,0,6181268,17048192,23229460,28849.23
256,4,ON,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,TournamentBP,0.080853,68845276,0.018590,329572,733618,17728091,27965.083502,0,0,121403038,68696492,190099530,26814.55
128,2,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,64,pen,TournamentBP,0.100953,68228148,0.016267,286312,534084,17600997,50863.711615,0,0,225624249,502725196,728349446,27784.31
256,1,ON,2,HBM2_2000_4H_1x128,None,128,insert,LocalBP,0.612739,497220016,0.000120,16382,16190,136164370,22384.598950,0,0,315854,1017125,1332979,29189.54
128,1,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,snap,BiModeBP,0.884148,323376988,0.017719,2091083,3150925,118016313,50205.172392,0,0,83466340,277544075,361010415,27809.34
256,2,ON,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,128,snap,TournamentBP,0.519808,320739101,0.003319,385096,665995,116022257,43547.836124,0,0,87346403,119968887,207315290,39045.95
256,4,OFF,16,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,BiModeBP,0.109699,68878678,0.022273,394839,733416,17727412,46077.617713,0,0,177252112,331179571,508431684,25437.60
32,4,OFF,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,None,0.129628,68963583,0.039019,692659,1639506,17752048,52368.992535,0,0,191305456,486086616,677392072,25922.98
64,8,ON,2,HBM2_2000_4H_1x128,None,32,insert,MultiperspectivePerceptron64KB,0.613896,497665017,0.000527,71789,71594,136170973,17015.009263,0,0,235297,477579,712876,24698.92
256,16,ON,16,HBM2_2000_4H_1x128,None,128,insert,TournamentBP,0.612444,497231104,0.000071,9613,9334,136161410,20698.481223,0,0,205864,430119,635983,29575.71
256,2,ON,16,HBM2_2000_4H_1x128,None,64,insert,None,0.612635,497363147,0.000144,19620,19299,136162251,16119.062181,0,0,192010,182712,374722,26988.41
16,8,OFF,4,HBM2_2000_4H_1x128,None,32,pen,BiModeBP,0.175526,69065100,0.088892,1578828,1578775,17761267,52114.647701,0,0,147400957,328306684,475707641,26934.15
64,2,ON,8,HBM2_2000_4H_1x128,None,32,pen,TournamentBP,0.090350,68873313,0.061543,1091866,1091058,17741590,19088.811722,0,0,108273112,27227216,135500328,26672.40
256,16,OFF,8,HBM2_2000_4H_1x128,None,64,insert,BiModeBP,0.615244,497394373,0.000117,15905,15574,136158370,45670.418108,0,0,1048559,6098090,7146649,28831.43
512,2,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,pen,LocalBP,0.093641,68177900,0.010227,179938,305429,17594700,43125.815559,0,0,198747650,384247912,582995562,27639.18
128,8,ON,1,HBM2_2000_4H_1x128,AMPMPrefetcher,32,snap,TournamentBP,0.579435,324295241,0.010167,1194533,2082115,117489519,36364.275411,0,0,76219426,80155065,156374492,28595.82
16,8,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,mm,TournamentBP,0.056497,41339568,0.298881,2156892,6328647,7216560,14544.591245,0,0,3606819,8446119,12052938,24138.58
4,1,OFF,8,HBM2_2000_4H_1x128,SignaturePathPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.036059,42524122,0.036134,205166,237603,5677951,35418.141895,0,0,170441867,480802965,651244833,28927.58
8,1,ON,8,HBM2_2000_4H_1x128,None,64,snap,LocalBP,0.637758,323390641,0.072550,8485751,8494628,116964198,15618.752660,0,0,67759548,39247275,107006823,32798.22
2,4,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,BiModeBP,0.033618,42544180,0.017635,100077,113478,5675043,48183.133987,0,0,107499481,271279749,378779230,30220.30
8,1,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,BiModeBP,0.172386,68446818,0.093352,1647871,4005136,17652246,51513.747132,0,0,326551691,1589562269,1916113959,25985.60
128,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,MultiperspectivePerceptron64KB,0.111260,41337827,0.168013,1218632,3516110,7253198,67793.370763,0,0,15517357,4079704918,4095222275,26667.20
16,2,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,32,quick,BiModeBP,0.032079,42710457,0.009196,52438,106763,5702439,47262.567222,0,0,50659276,154851198,205510474,27228.24
16,16,ON,8,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,TournamentBP,0.088046,68883738,0.043683,774748,1785140,17735807,27500.232334,0,0,111830873,93201601,205032474,24802.94
8,16,OFF,16,HBM2_2000_4H_1x128,AMPMPrefetcher,64,quick,MultiperspectivePerceptron64KB,0.031034,42444083,0.007605,43184,84010,5678603,52055.251945,0,0,73743736,241311780,315055515,29447.09
1,1,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.740449,497792036,0.014785,2014199,2697600,136234023,62419.326740,0,0,398298585,473446854,871745440,31052.77
512,16,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,quick,MultiperspectivePerceptron64KB,0.027290,42592951,0.002110,12035,11498,5704250,27368.550062,0,0,3372357,7386119,10758477,24162.40
8,4,OFF,8,HBM2_2000_4H_1x128,TaggedPrefetcher,64,pen,None,0.124077,68335510,0.037384,658536,1524969,17615330,55691.355522,0,0,289209294,926596211,1215805505,28242.41
8,8,ON,8,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.631174,497256836,0.010801,1470701,2033004,136168237,13816.432436,0,0,260594,729459,990053,31121.48
512,1,OFF,8,HBM2_2000_4H_1x128,BOPPrefetcher,64,quick,BiModeBP,0.029154,42337169,0.002328,13214,12985,5675676,46675.609202,0,0,17236900,94627330,111864229,28933.23
128,16,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,32,snap,BiModeBP,0.827642,323195670,0.015894,1871542,1861312,117750713,31040.202945,0,0,73148269,207707844,280856113,27184.97
64,8,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,128,mm,TournamentBP,0.056455,41269490,0.295216,2134028,6186574,7228710,14675.878901,0,0,4371332,14161484,18532817,29024.02
8,1,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,TournamentBP,1.171180,324483181,0.071782,8501478,19321832,118434435,50787.415847,0,0,277542174,1235856914,1513399087,28737.36
32,16,OFF,16,HBM2_2000_4H_1x128,None,64,insert,BiModeBP,0.693102,497555554,0.012207,1662705,1662644,136206476,47838.349256,0,0,151450813,157600733,309051545,20228.60
128,8,ON,2,HBM2_2000_4H_1x128,TaggedPrefetcher,128,insert,LocalBP,0.612677,497223814,0.000097,13162,25531,136164889,20923.833764,0,0,394230,1341052,1735282,30798.12
256,16,ON,16,HBM2_2000_4H_1x128,TaggedPrefetcher,64,insert,MultiperspectivePerceptron64KB,0.612499,497387876,0.000069,9394,19645,136161998,16593.091335,0,0,201248,372716,573964,26153.72
8,4,ON,1,HBM2_2000_4H_1x128,None,128,pen,TournamentBP,0.084960,67878489,0.043162,759342,761203,17592892,20138.720761,0,0,128333750,150304250,278638000,29053.90
128,1,OFF,4,HBM2_2000_4H_1x128,AMPMPrefetcher,64,insert,BiModeBP,0.621675,497452993,0.000988,134502,259133,136177219,49963.732881,0,0,23570812,31609757,55180569,25638.98
4,4,OFF,1,HBM2_2000_4H_1x128,BOPPrefetcher,128,quick,BiModeBP,0.032316,42348977,0.010877,61683,72987,5671059,59219.023070,0,0,126295037,387404114,513699151,35498.92
512,1,ON,8,HBM2_2000_4H_1x128,AMPMPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.080689,68841247,0.018277,323978,696336,17726263,28154.975029,0,0,121318911,68076982,189395893,27242.15
16,4,OFF,4,HBM2_2000_4H_1x128,TaggedPrefetcher,128,pen,TournamentBP,0.109025,67944499,0.021693,381612,882875,17591302,63762.911020,0,0,342990696,1266697024,1609687720,33189.30
2,16,OFF,2,HBM2_2000_4H_1x128,TaggedPrefetcher,32,mm,BiModeBP,0.174435,41982847,0.325854,2376182,6952295,7292162,61174.239389,0,0,18382023,1286860840,1305242863,22332.12
512,16,ON,2,HBM2_2000_4H_1x128,AMPMPrefetcher,32,insert,TournamentBP,0.613058,497647555,0.000057,7734,13431,136181195,28390.160331,0,0,144587,455892,600479,24344.47
1,4,ON,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,mm,None,0.057482,41456966,0.340309,2459110,2574228,7226113,13165.862446,0,0,5433313,10665103,16098415,26564.35
32,2,OFF,2,HBM2_2000_4H_1x128,BOPPrefetcher,64,insert,TournamentBP,0.704280,497556012,0.013802,1880116,1911149,136216324,48299.450672,0,0,170878530,177882075,348760605,20598.51
1,4,OFF,4,HBM2_2000_4H_1x128,BOPPrefetcher,128,insert,MultiperspectivePerceptron64KB,0.740104,497729953,0.014536,1980247,2603683,136234462,63697.625852,0,0,385094852,457407938,842502791,30974.92
256,16,OFF,2,HBM2_2000_4H_1x128,SignaturePathPrefetcher,32,pen,MultiperspectivePerceptron64KB,0.109339,68884156,0.020221,358465,701804,17727603,49604.421631,0,0,173011061,318006245,491017306,25645.73
512,8,ON,4,HBM2_2000_4H_1x128,TaggedPrefetcher,64,snap,None,0.530072,322334669,0.004517,526291,730000,116501027,40275.321068,0,0,81818969,99789040,181608009,28883.81
64,2,ON,1,HBM2_2000_4H_1x128,TaggedPrefetcher,32,pen,None,0.088166,68865624,0.032106,569396,1201725,17734949,33967.061586,0,0,115028764,115888959,230917723,24381.70
