l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
512,16,OFF,2,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,32,pen,0.138982,75121144,0.020465,362460,603888,17711514,97325.680072,0,0,,
256,4,ON,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,snap,0.482584,317144017,0.006207,646110,908401,104100895,55063.037254,0,0,,
2,4,OFF,16,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,pen,0.310200,75752966,0.137418,2447886,2449729,17813393,80945.754418,0,0,,
16,16,OFF,2,LPDDR5_5500_1x16_BG_BL32,None,128,pen,0.146995,74566920,0.028133,494507,494096,17577474,103606.536409,0,0,,
32,2,OFF,16,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,quick,0.016665,35438795,0.023510,47923,47881,2038415,66279.323081,0,0,,
32,8,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,snap,0.475691,314798179,0.009706,1002245,1561618,103260832,30082.992183,220974686151.356598,464.533660,219796913700.842194,462.057743
8,16,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,32,insert,0.076870,75328796,0.017268,233982,578766,13550170,56558.568608,78251978483.280487,1017.973848,67475179383.897774,877.779314
256,8,ON,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,64,insert,0.061244,75070690,0.000691,9360,16478,13543883,25607.905983,0,0,,
128,2,OFF,1,DDR3_2133_8x8,BOPPrefetcher,128,pen,0.101175,74324632,0.013709,240587,279697,17549023,67912.659454,69920858032.536362,691.086046,67751082709.632416,669.640350
32,1,ON,2,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,pen,0.085504,74477486,0.034239,602113,1424346,17585609,24555.645701,0,0,,
4,1,ON,16,DDR4_2400_4x16,None,32,pen,0.114190,74961461,0.167375,2964703,2966383,17712920,15670.177080,28614653800.642342,250.588938,,
64,2,ON,16,LPDDR5_5500_1x16_BG_BL16,None,64,pen,0.082452,74462683,0.033407,586884,585904,17567809,20996.817940,0,0,,
32,8,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,32,pen,0.205909,75331284,0.074282,1319178,1318655,17759107,73891.796634,0,0,,
256,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,128,mm,0.030240,47778267,0.002481,17867,38077,7200280,66760.368277,14386441000.848150,475.735835,14408650615.447327,476.470271
1,2,ON,1,DDR3_2133_8x8,BOPPrefetcher,32,mm,0.058386,47895702,0.335331,2431664,2432123,7251534,13462.938753,31802568431.091312,544.691999,31701059076.627525,542.953418
256,8,OFF,16,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,insert,0.067028,75371892,0.001355,18352,30361,13548480,99624.100915,0,0,,
4,8,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,mm,0.059215,47787241,0.357865,2592018,9425710,7243011,13177.162929,27840819645,470.164684,27868589130,470.633644
8,1,ON,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,insert,0.062826,75104071,0.009304,125962,220543,13538792,15653.355774,0,0,,
64,4,ON,16,DDR4_2400_4x16,AMPMPrefetcher,128,snap,0.457560,314411638,0.006339,653379,996884,103080975,31990.914921,111272670385.807556,243.186975,,
16,16,OFF,8,DDR4_2400_16x4,None,64,mm,0.148208,48046788,0.297630,2167557,2167539,7282714,55283.052303,151208650116.888275,1020.245094,160197316883.422363,1080.894026
8,4,ON,8,DDR4_2400_16x4,TaggedPrefetcher,128,insert,0.062535,75022727,0.009889,133909,185842,13541477,13646.412862,52761025068.831764,843.703171,52677010891.950165,842.359698
32,2,OFF,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,snap,1.205952,343178827,0.024695,2854341,4965763,115583480,103215.187322,0,0,,
1,8,ON,8,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,snap,0.855075,319096383,0.262892,27629742,32138134,105099394,15712.320224,0,0,,
32,1,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,snap,0.551581,316550535,0.057393,5958577,11864256,103821469,17236.730850,498971031079.918457,904.620445,493374153458.789307,894.473464
1,4,ON,2,DDR4_2400_8x8,AMPMPrefetcher,128,snap,0.872402,319069388,0.285314,29979560,66346104,105075788,15078.809162,382287677958.281921,438.201488,381987267948.370483,437.857139
2,4,ON,2,DDR3_1600_8x8,TaggedPrefetcher,32,pen,0.100329,74896989,0.094735,1677163,3994335,17703812,20415.256895,50114612100,499.504499,50134027980,499.698022
32,4,ON,8,DDR3_1600_8x8,AMPMPrefetcher,128,quick,0.009260,34863247,0.007182,14150,23256,1970172,17489.858657,4403791245,475.569252,4417670700,477.068106
8,16,OFF,1,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,insert,0.105005,75148408,0.033953,456675,511190,13450255,87272.237366,0,0,,
8,2,ON,1,DDR3_1600_8x8,TaggedPrefetcher,128,snap,0.544813,315379896,0.056838,5883248,13956520,103509154,17162.719046,272543128125,500.250996,272338151700,499.874763
1,16,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,quick,,,,,,,,,,,
64,1,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,quick,0.009784,34863714,0.011883,23330,26068,1963243,26299.485641,4839280485,494.604583,4835308650,494.198637
16,2,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,snap,0.515127,317334758,0.030260,3152397,5617653,104176706,21723.784948,0,0,,
2,4,ON,2,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,128,mm,0.060286,47809594,0.323676,2339779,6686609,7228773,14986.188653,0,0,,
256,2,OFF,16,LPDDR5_6400_1x16_BG_BL32,None,64,pen,0.122063,74646395,0.021785,382785,380871,17570677,68368.575049,0,0,,
512,8,OFF,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,64,mm,0.031816,47843085,0.001878,13548,17340,7215887,81195.600827,0,0,,
128,4,ON,1,DDR4_2400_4x16,BOPPrefetcher,32,insert,0.062452,75110235,0.002664,36096,35813,13548911,27287.303302,13976342432.249928,223.793277,,
128,16,ON,4,DDR4_2400_4x16,BOPPrefetcher,64,snap,0.472324,315891350,0.008442,874021,952514,103527785,31806.687139,116197216440.805359,246.011868,,
64,2,OFF,8,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,insert,0.068135,75021925,0.002268,30464,55620,13430360,104638.507747,0,0,,
4,16,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,64,pen,0.135219,74769566,0.047588,836877,1970444,17585950,56059.011061,144651117971.372955,1069.753355,146986052843.683807,1087.021140
4,2,OFF,2,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,64,mm,0.237637,48481642,0.281434,2062462,5486279,7328395,100101.806967,0,0,,
128,2,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,quick,0.011907,35010522,0.009530,18767,21555,1969347,51822.054670,11343307349.404692,952.635996,11367309008.899099,954.651708
1,2,ON,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,64,mm,0.060803,47885389,0.337894,2440847,7019774,7223707,14417.050721,0,0,,
512,8,ON,1,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,mm,0.028893,47776403,0.004205,30355,29696,7217946,35874.946467,0,0,,
1,4,OFF,8,DDR3_2133_8x8,BOPPrefetcher,128,pen,0.396340,75249606,0.308709,5474638,6274447,17733948,56332.702180,294066521811.040222,741.955157,298002806378.756104,751.886742
16,1,OFF,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,insert,0.080996,75164637,0.013592,182610,244390,13435421,88723.229829,0,0,,
8,2,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,64,insert,0.075314,75340322,0.016116,218353,274450,13548499,55835.933099,36752756670,487.996248,41740639440,554.224425
4,2,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,quick,0.015874,35465956,0.037894,76668,170887,2023239,59705.920332,11221752651.983828,706.904678,11506876316.879980,724.865798
64,1,OFF,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,snap,1.455113,343633609,0.054279,6285087,12261146,115791558,85782.055523,0,0,,
2,8,ON,1,LPDDR5_5500_1x16_BG_BL32,None,64,mm,0.056198,47818090,0.315384,2278765,2279211,7225373,13391.241747,0,0,,
2,2,ON,2,LPDDR5_5500_1x16_BG_BL32,None,64,insert,0.067009,75130521,0.034402,465733,466026,13537851,13652.039903,0,0,,
256,4,OFF,16,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,mm,0.034692,47982835,0.007385,53342,52926,7223220,56504.330546,0,0,,
64,8,ON,1,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,insert,0.062531,75102753,0.001880,25462,48648,13542403,35431.898476,0,0,,
256,1,ON,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,snap,0.531792,317263608,0.031242,3253673,6578022,104143739,23988.072403,0,0,,
128,1,OFF,8,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.130565,48178162,0.122684,892639,2535474,7275910,110676.184885,0,0,,
256,2,OFF,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.144753,75144784,0.024523,434378,763044,17712776,98885.240505,0,0,,
4,2,ON,4,DDR3_1600_8x8,AMPMPrefetcher,32,quick,0.010389,34916051,0.037099,73589,180626,1983572,14037.627906,4995509820,480.866528,5043337650,485.470423
2,16,ON,16,DDR3_2133_8x8,AMPMPrefetcher,32,pen,0.108954,74909280,0.147277,2608395,11137805,17710841,15302.003339,61066610645.704033,560.482715,60993274406.392220,559.809619
256,16,OFF,4,LPDDR5_6400_1x16_8B_BL32,None,64,pen,0.118518,74665504,0.020136,354090,351836,17585295,65515.188229,0,0,,
4,1,ON,16,DDR3_2133_8x8,TaggedPrefetcher,64,pen,0.113562,74553523,0.160920,2830534,7295163,17589657,16189.885371,62667119644.239929,551.830217,62665499084.152214,551.815946
8,2,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,quick,0.013232,35120504,0.017444,34338,52110,1968455,67435.508766,13276964405.073521,1003.368128,13100720103.004677,990.048975
8,1,ON,8,DDR4_2400_8x8,BOPPrefetcher,64,mm,0.059569,47787485,0.343549,2482590,2572480,7226302,13962.060389,25317407422.622852,425.012431,25251555036.118046,423.906944
1,16,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,32,quick,0.011362,34994545,0.054039,107000,183715,1980069,15836.761682,10391134307.030296,914.587093,10241669025.067089,901.431742
64,16,ON,16,LPDDR5_5500_1x16_8B_BL32,SignaturePathPrefetcher,64,insert,0.061106,75035197,0.001008,13649,26301,13539509,18221.921020,0,0,,
8,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,insert,0.067576,75151998,0.033570,455107,455288,13557068,14252.350546,28954801524.765106,428.477430,28846657041.868271,426.877092
64,2,ON,4,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,128,pen,0.075393,74219053,0.011218,196755,445344,17539494,32105.112958,0,0,,
32,2,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,64,snap,0.743872,323045699,0.019620,2092718,3285653,106660390,53003.138263,508540940724.263550,683.640456,502628084423.142395,675.691700
2,16,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,pen,0.134439,74379008,0.275369,4840196,13444334,17577141,14425.434115,64730204730,481.484809,64739896140,481.556896
2,1,ON,8,LPDDR5_5500_1x16_BG_BL32,None,64,quick,0.011453,34968691,0.095209,188402,178651,1978827,12976.300676,0,0,,
32,4,OFF,4,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,insert,0.068123,74997083,0.002586,34732,62611,13430778,97065.947800,0,0,,
128,16,ON,4,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,64,quick,0.009478,34887976,0.005877,11599,24969,1973509,22187.128201,0,0,,
4,8,OFF,8,DDR3_2133_8x8,BOPPrefetcher,32,insert,0.100934,75033573,0.053530,719743,719946,13445504,52877.492383,55839939532.436684,553.231066,68954744487.891373,683.165260
2,1,OFF,2,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,mm,0.312944,48844547,0.366071,2699896,7308209,7375333,104273.494609,0,0,,
1,1,ON,8,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,32,quick,0.012338,35065446,0.124976,248770,238872,1990544,12905.816618,0,0,,
128,2,OFF,1,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,quick,0.012866,35030589,0.004655,9165,14115,1968747,117147.354064,0,0,,
1,1,ON,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,quick,0.012480,35055073,0.124575,246595,571712,1979487,13209.300671,0,0,,
256,8,ON,2,LPDDR5_6400_1x16_8B_BL32,None,128,pen,0.078317,74253516,0.010640,186837,184993,17560557,48168.384742,0,0,,
64,4,ON,2,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,64,quick,0.009932,34889641,0.010398,20585,27234,1979697,27691.085742,0,0,,
256,2,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,pen,0.075624,74223613,0.010499,184217,211855,17546765,37238.998029,66909389534.399094,884.768041,66937021533.176926,885.133429
8,4,OFF,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,pen,0.156533,74638112,0.033724,592497,1118059,17568921,105445.907743,0,0,,
512,8,ON,8,LPDDR5_5500_1x16_BG_BL32,None,32,snap,0.499421,317032985,0.010267,1069826,1056922,104201241,50492.492704,0,0,,
32,4,ON,2,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,snap,0.550485,321067403,0.020154,2135749,3552877,105969790,47880.205258,0,0,,
128,16,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,pen,0.131522,75032490,0.047612,842760,841373,17700647,45731.947411,89862175033.682251,683.246115,86966373787.108688,661.228565
64,1,OFF,16,LPDDR5_6400_1x16_8B_BL32,None,32,quick,0.017027,35457313,0.023791,48480,48188,2037782,68053.846947,0,0,,
4,8,OFF,8,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,64,pen,0.211259,75043207,0.072920,1285523,1556540,17629118,86634.844340,0,0,,
256,8,ON,8,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,128,insert,0.061002,75033207,0.000587,7949,9431,13532496,26176.311486,0,0,,
8,8,ON,8,LPDDR5_5500_1x16_8B_BL32,None,128,insert,0.062527,75058199,0.010182,137784,137941,13532391,13670.270133,0,0,,
8,8,ON,16,DDR3_2133_8x8,TaggedPrefetcher,64,snap,0.509403,316220119,0.038130,3954446,8710592,103708431,16837.724425,280289699931.798340,550.231829,280087972657.517151,549.835822
128,1,OFF,1,DDR4_2400_16x4,None,64,quick,0.012185,35044522,0.011517,22731,22557,1973748,51752.716554,11671160271.758286,957.856554,11681261977.459068,958.685605
128,2,ON,16,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.036473,47724046,0.093387,674659,1952784,7224327,14830.357260,0,0,,
1,4,OFF,4,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,64,mm,0.316249,48930233,0.331820,2447429,7074645,7375766,116285.633822,0,0,,
256,8,OFF,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,mm,0.032273,47869882,0.002738,19727,30332,7205663,82089.091093,0,0,,
1,2,ON,8,DDR4_2400_8x8,BOPPrefetcher,128,quick,0.012089,35049521,0.121346,239052,247818,1970007,13578.924251,5303493957.518353,438.691606,5238833152.190353,433.343028
128,2,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,128,quick,0.011662,34983592,0.004300,8488,14518,1974123,78264.903393,3796724613.768794,325.561251,,
128,8,ON,4,DDR3_2133_8x8,AMPMPrefetcher,64,insert,0.061114,75042173,0.000860,11642,21872,13533668,19861.020443,32499941565.172905,531.791730,32535897866.644859,532.380077
8,4,OFF,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,quick,0.019809,35599300,0.025796,52743,114156,2044596,106816.752934,0,0,,
256,16,OFF,1,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,pen,0.142198,75152868,0.022989,407307,702723,17717597,96314.384481,0,0,,
2,1,OFF,1,DDR4_2400_8x8,BOPPrefetcher,32,snap,2.032306,344073516,0.227060,26310138,26318707,115872983,47921.364019,1163271455613.855225,572.390031,1210358053157.939209,595.559085
512,4,ON,2,DDR3_1600_8x8,None,32,insert,0.061528,75086093,0.000871,11795,11274,13546391,28187.876219,28756205925,467.368984,28795655835,468.010155
16,8,ON,2,DDR3_1600_8x8,None,64,pen,0.084933,74475025,0.048921,860021,859670,17579914,17548.268007,41593579860,489.721062,41636049615,490.221099
256,8,ON,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,pen,0.087602,74875757,0.039149,693104,690075,17704197,24772.778688,0,0,,
2,16,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,snap,1.786004,343313518,0.161743,18700953,41326970,115621149,52411.789682,790197093252.591431,442.438536,,
256,1,ON,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,snap,0.523343,317412460,0.023651,2464739,4969828,104211067,27423.054530,0,0,,
256,1,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,64,quick,0.011633,34992450,0.005995,11857,23341,1977898,51003.837396,7157060187.815876,615.216178,7207217115.167877,619.527634
16,2,ON,4,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,32,pen,0.096037,74892040,0.052472,929201,2378249,17708604,29851.213031,0,0,,
32,4,OFF,8,DDR4_2400_8x8,AMPMPrefetcher,128,insert,0.063929,75152115,0.001145,15518,25378,13547007,73678.599046,28047694762.665527,438.730748,28036018589.003944,438.548106
64,2,ON,2,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.055378,47766877,0.298886,2162822,6381037,7236268,13812.091794,0,0,,
1,8,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,insert,0.114079,75257557,0.067572,909702,910018,13462610,56022.760750,55821420405,489.322920,70420413090,617.295688
2,4,ON,1,DDR4_2400_8x8,TaggedPrefetcher,64,quick,0.010517,34917686,0.040467,79344,189777,1960711,15471.787407,4902143867.795940,466.124025,4823794775.973537,458.674143
8,2,ON,8,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,64,quick,0.009796,34912777,0.024313,47663,62702,1960394,15551.706775,0,0,,
16,4,OFF,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,pen,0.138176,74574842,0.023206,407685,770412,17567895,110124.180433,0,0,,
8,8,ON,2,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,64,mm,0.059302,47759058,0.304247,2196702,6390012,7220133,15409.255557,0,0,,
32,4,OFF,2,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,128,mm,0.212006,48187097,0.249055,1823733,4402518,7322622,99520.368936,0,0,,
2,4,OFF,1,LPDDR5_6400_1x16_BG_BL32,None,128,snap,2.232991,349914286,0.139858,16567606,16577746,118459894,81758.372936,0,0,,
8,1,OFF,8,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,quick,0.018108,35539670,0.035660,72138,76619,2022959,80141.402589,0,0,,
4,4,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,quick,0.014747,35185262,0.031754,62731,85115,1975546,56252.012562,9570494615.471853,648.975964,9743581447.991894,660.712995
512,16,ON,1,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,mm,0.028877,47770194,0.004067,29347,28684,7215271,36260.128804,0,0,,
1,8,OFF,2,LPDDR5_6400_1x16_BG_BL16,None,64,insert,0.105776,75394048,0.037871,509094,509418,13442731,82986.309012,0,0,,
2,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,snap,0.654545,317720516,0.146483,15280093,37216188,104312834,14369.244611,566341969136.873413,865.245538,566015623931.196167,864.746954
32,4,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,mm,0.157211,48108770,0.303355,2213787,6496416,7297669,57718.597815,108728773095,691.611228,112912019775,718.220379
1,8,OFF,16,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,128,quick,0.034956,36407655,0.108364,222035,543728,2048977,96485.558579,0,0,,
16,1,ON,16,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,64,mm,0.047823,47711668,0.198341,1432163,4751970,7220726,15247.921151,0,0,,
512,4,ON,2,DDR3_1600_8x8,AMPMPrefetcher,64,snap,0.465109,315454408,0.003608,372890,589208,103348166,55475.120009,226064844270,486.046571,226420703340,486.811680
512,2,ON,8,DDR4_2400_8x8,BOPPrefetcher,128,insert,0.060911,75004436,0.000438,5930,5816,13536421,24223.271501,25725913005.002644,422.351548,25679299339.929813,421.586275
256,1,OFF,16,DDR4_2400_4x16,None,128,snap,0.754970,321537523,0.028098,2983465,2979629,106179225,43041.591405,287085179183.318054,380.260407,,
4,2,ON,1,LPDDR5_6400_1x16_BG_BL16,BOPPrefetcher,128,mm,0.054363,47764109,0.295078,2130875,2206384,7221403,13504.448407,0,0,,
256,16,OFF,4,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,128,snap,0.748777,324779223,0.002526,271886,448049,107619865,120188.766615,0,0,,
128,8,OFF,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,pen,0.152827,75169609,0.026193,464215,916893,17723185,104935.581573,0,0,,
512,16,ON,16,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,snap,0.532069,321106767,0.008432,893725,1100645,105994293,101854.695796,0,0,,
2,1,OFF,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,snap,4.525063,396624432,0.253952,35195786,85195187,138592456,94343.998326,0,0,,
64,16,ON,1,DDR3_1600_8x8,SignaturePathPrefetcher,32,snap,0.518340,318870870,0.013166,1382377,2055601,104996710,42606.790693,260104559415,501.802818,260481103410,502.529260
256,16,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,mm,0.028870,47699412,0.004642,33498,54814,7216038,38847.587886,13850113815,479.747756,13864612815,480.249980
8,16,ON,16,LPDDR5_5500_1x16_BG_BL32,None,32,quick,0.010039,34956143,0.032696,64457,64553,1971382,14038.506291,0,0,,
64,1,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,insert,0.061145,75040900,0.001469,19880,32426,13532346,18512.122736,13462032706.129597,220.166130,,
8,16,OFF,4,LPDDR5_6400_1x16_BG_BL16,None,128,quick,0.015408,35418212,0.015491,31341,31471,2023170,98971.634600,0,0,,
1,8,ON,4,LPDDR5_5500_1x16_BG_BL16,None,64,insert,0.067360,75172232,0.037707,510893,511215,13548998,13334.633671,0,0,,
1,1,ON,8,LPDDR5_5500_1x16_8B_BL32,None,32,pen,0.139627,75064548,0.268733,4766479,4767737,17736883,15286.720449,0,0,,
1,4,ON,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,snap,0.878344,320274780,0.293398,30922073,82420495,105392788,14576.394894,0,0,,
64,16,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,insert,0.060969,75049135,0.000762,10316,16463,13537951,18936.603335,13354050318.702009,219.029604,,
512,1,OFF,4,LPDDR5_6400_1x16_BG_BL32,SignaturePathPrefetcher,64,quick,0.013003,35046161,0.004734,9368,14524,1978685,98134.447054,0,0,,
16,1,ON,1,DDR4_2400_4x16,None,64,insert,0.062536,75084754,0.006267,84815,84904,13533288,17529.039675,13937534814.508749,222.871712,,
2,4,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,insert,0.079485,75142249,0.022220,298356,470782,13427635,57734.463192,84812097321.704239,1067.016266,71356036691.788803,897.726318
4,1,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,snap,1.730655,338061117,0.147123,16669826,31564362,113305375,60410.630711,1158751062540,669.544935,1289673560850,745.194053
64,1,OFF,8,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,insert,0.068500,75027641,0.002748,36899,67412,13429186,98024.905797,0,0,,
256,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,mm,0.032028,47725265,0.045461,328398,328035,7223807,14670.011693,17258413843.439167,538.860379,17320259237.567165,540.791381
128,1,OFF,8,DDR4_2400_8x8,BOPPrefetcher,64,insert,0.064157,75229742,0.001779,24095,26133,13541624,51977.982984,28050642233.205498,437.220191,28056524849.217529,437.311882
2,16,ON,1,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,64,mm,0.059354,47836441,0.335240,2423857,9096342,7230209,13940.844489,0,0,,
64,8,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,mm,0.041447,47764787,0.154953,1119873,4171448,7227193,13099.505480,22723512812.952652,548.253251,22650713631.168606,546.496816
1,4,ON,2,DDR3_1600_8x8,BOPPrefetcher,128,mm,0.056058,47804142,0.321965,2326847,2442560,7227011,13301.827752,26385831465,470.686044,26433428625,471.535110
16,4,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,mm,0.152806,48138981,0.302388,2205559,2205556,7293807,55857.796822,90932262225,595.081780,92587752510,605.915692
256,4,ON,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,snap,0.466137,315384401,0.002891,299266,493123,103515974,83924.924649,0,0,,
2,16,ON,2,LPDDR5_5500_1x16_BG_BL32,None,64,pen,0.094124,74498619,0.085303,1499150,1501078,17574370,16177.682687,0,0,,
256,4,ON,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,128,pen,0.074896,74218512,0.006158,108012,198274,17539925,53372.037366,0,0,,
16,1,ON,1,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,mm,0.059455,47830391,0.326514,2366368,6900773,7247368,14194.083506,0,0,,
4,1,ON,8,LPDDR5_6400_1x16_8B_BL32,None,32,quick,0.010796,34969279,0.062044,122312,120033,1971373,13633.012296,0,0,,
512,8,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,64,insert,0.063207,75173956,0.000363,4911,9180,13541587,54010.893912,14682185436.401501,232.288439,,
2,4,ON,4,DDR3_1600_8x8,SignaturePathPrefetcher,64,snap,0.660968,317668872,0.148119,15449089,34882528,104302090,14624.446432,319038979290,482.684525,318993576195,482.615833
32,16,ON,8,DDR4_2400_16x4,TaggedPrefetcher,64,snap,0.474497,315687941,0.012598,1303217,2499536,103449062,23663.071077,413811205581.196960,872.104122,413601754807.033447,871.662706
64,16,OFF,4,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,quick,0.013673,35095302,0.011504,22637,22640,1967767,72724.654327,0,0,,
4,2,ON,1,DDR4_2400_4x16,None,64,snap,0.613709,317635325,0.105355,10987446,10998678,104289437,15261.904814,157992366964.317078,257.438669,,
32,16,ON,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,quick,0.009758,34911396,0.013120,26023,59596,1983524,17296.641433,0,0,,
32,8,OFF,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,32,quick,0.016844,35452234,0.015422,31445,52112,2038919,101747.940849,0,0,,
32,16,OFF,4,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,64,pen,0.137991,74772367,0.022189,390365,838776,17592768,102325.068846,0,0,,
128,4,OFF,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,128,quick,0.012889,35053816,0.004455,8830,17073,1982128,106979.841450,0,0,,
