l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,algorithm,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements,dcache_overall_misses,dcache_overall_avg_miss_latency,dram_rank0_total_energy,dram_rank0_avg_power,dram_rank1_total_energy,dram_rank0_avg_power
128,8,ON,8,DDR4_2400_8x8,TaggedPrefetcher,32,quick,0.009510,34892022,0.010387,20543,40588,1977775,14624.884389,4163731265.030338,437.810887,4107886110.031137,431.938842
512,8,ON,4,DDR4_2400_8x8,BOPPrefetcher,128,snap,0.460474,315064386,0.002850,294717,307837,103394535,81193.634911,204345684659.634521,443.772608,204158458931.893677,443.366014
128,16,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,snap,0.621741,318903861,0.003718,390514,617655,105022030,70524.944048,326815652435.599548,525.645706,327978356126.009094,527.515782
16,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,mm,0.173160,48023161,0.296294,2164711,6238634,7305955,66822.325705,186389417082.927185,1076.400911,222493823589.305054,1284.904251
8,4,ON,2,DDR3_2133_8x8,BOPPrefetcher,32,insert,0.067056,75114972,0.033506,454241,454349,13557169,13656.944221,35721994403.597801,532.721237,35813149172.309799,534.080626
256,16,OFF,8,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,64,snap,0.811435,328370549,0.006185,674190,874522,108996255,77183.391181,0,0,,
1,8,ON,2,DDR3_2133_8x8,None,64,insert,0.067338,75141585,0.037627,509400,509722,13538039,13404.387515,35852358739.181679,532.427787,35917610210.165726,533.396808
32,16,ON,8,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,64,snap,0.495460,317160969,0.013315,1386341,2202633,104119455,34563.123359,0,0,,
128,4,OFF,2,DDR4_2400_4x16,None,32,snap,0.745276,324058577,0.015442,1655548,1650529,107208736,31112.437090,263569492305.208954,353.653330,,
8,2,ON,4,DDR4_2400_8x8,AMPMPrefetcher,64,snap,0.544900,316565150,0.063927,6637961,14137824,103835883,15597.465999,241621451122.516815,443.423278,241385603499.317139,442.990451
4,1,OFF,8,DDR3_1600_8x8,None,32,quick,0.018664,35569660,0.060960,124634,122383,2044512,49034.621371,10698197895,573.206724,11066087640,592.918164
128,8,ON,2,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,snap,0.465761,314885141,0.004459,460564,848410,103298044,52196.097611,0,0,,
128,2,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,128,pen,0.074711,74219414,0.008276,145214,318551,17546677,38886.849753,0,0,,
128,4,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,128,mm,0.092355,47878234,0.136747,991032,1555110,7247208,64107.768972,71553846320.376389,774.767695,66978203134.416481,725.223740
1,2,OFF,8,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,64,snap,3.755306,380210228,0.262271,34436685,77916117,131301740,78258.912276,0,0,,
32,16,ON,2,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,64,mm,0.053979,47749212,0.297859,2151523,2219720,7223294,13243.813568,0,0,,
8,4,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,pen,0.124797,74477181,0.033525,588671,1124240,17558953,65601.431020,92783325219.984436,743.476756,90698283658.080826,726.769229
64,8,ON,16,LPDDR5_6400_1x16_8B_BL32,None,64,insert,0.061167,75062313,0.001680,22741,22565,13533961,15996.899872,0,0,,
512,1,OFF,2,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,insert,0.064398,75180986,0.000629,8511,8984,13540089,96310.186817,0,0,,
128,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,insert,0.064778,75248743,0.001768,23963,39588,13550574,48975.858615,28411429150.689499,438.597679,28431751320.568657,438.911400
16,8,ON,2,DDR4_2400_16x4,TaggedPrefetcher,128,quick,0.009472,34854809,0.009347,18401,45754,1968669,19474.675289,8381231022.057520,884.827295,8334432105.115111,879.886618
2,8,OFF,16,DDR3_1600_8x8,AMPMPrefetcher,128,insert,0.076897,75155089,0.015834,212582,402578,13425252,67651.094636,39139356390,508.983921,48362778255,628.929005
64,2,OFF,1,LPDDR5_6400_1x16_8B_BL32,None,32,insert,0.068220,75016817,0.003284,44123,43993,13436708,68949.346146,0,0,,
2,1,OFF,4,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.100088,75609042,0.025884,348056,731488,13446982,103084.844106,0,0,,
4,16,OFF,4,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,64,snap,2.302433,352132428,0.110105,13129885,30345422,119248227,104238.149687,0,0,,
8,2,OFF,2,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,pen,0.229509,74810187,0.070332,1238486,2862376,17609209,105582.576630,0,0,,
32,1,OFF,2,DDR4_2400_16x4,BOPPrefetcher,64,pen,0.134230,74666736,0.050703,891317,1065926,17579020,52751.818938,141288541864.042755,1052.584259,142773984045.403259,1063.650641
256,4,ON,4,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,32,quick,0.009839,34909349,0.007802,15474,30252,1983451,24529.080975,0,0,,
1,16,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,snap,0.786544,318570518,0.248563,26018135,32410300,104674355,13877.489624,345729170916.752197,439.554511,345710915969.651306,439.531302
256,4,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,128,quick,0.011384,34984786,0.003328,6571,9739,1974378,75059.960432,6176791815,542.571736,6265388160,550.354072
2,4,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,insert,0.065825,75105975,0.027888,378047,892145,13556042,13358.544043,30755288940,467.230041,30745916610,467.087658
1,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,mm,0.046382,47845380,0.200635,1452096,4505378,7237501,13621.988491,20809914201.400482,448.663726,20556584012.025234,443.201903
64,1,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,128,snap,0.785618,321427011,0.034071,3615296,7421527,106109752,47630.690129,808797548733.083130,1029.505485,855931221991.395996,1089.501185
32,4,OFF,2,LPDDR5_5500_1x16_BG_BL16,None,128,snap,0.962284,332469549,0.012874,1428334,1429347,110947740,108816.934975,0,0,,
4,2,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,pen,0.208028,75368791,0.109281,1939865,5592159,17751139,57722.650545,141813602775,681.705789,140859017220,677.117043
32,1,ON,16,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,64,pen,0.086733,74489688,0.040705,715775,1564184,17584403,23254.816807,0,0,,
64,4,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,insert,0.061219,75032433,0.000948,12836,16826,13538028,26771.307261,13545339522.735184,221.262048,,
2,1,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,insert,0.066373,75155838,0.030142,408618,922235,13556273,13514.084059,14675514450.197062,221.107042,,
2,16,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,64,pen,0.225639,75022898,0.126525,2230778,6520627,17631141,60639.498417,107894153024.484543,478.171428,,
64,8,OFF,1,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,pen,0.131720,74699741,0.018902,332341,628622,17582606,100435.203601,0,0,,
4,1,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,quick,0.016249,35469827,0.052747,106896,142286,2026586,44941.433730,10595615815.343857,652.093595,10913499212.783953,671.657321
256,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,32,snap,0.506929,317685193,0.014339,1497952,1489508,104469171,35604.853493,250018904385,493.202775,250313204340,493.783329
32,2,ON,2,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,pen,0.095607,74907410,0.042113,745912,1759172,17712044,36202.026513,0,0,,
2,1,OFF,2,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,pen,0.687202,76073558,0.329187,5896884,14417562,17913501,99020.751297,0,0,,
1,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,insert,0.081702,75313151,0.024990,335549,714821,13427178,57218.847319,88442230643.323471,1082.499214,74512371768.542114,912.003048
4,1,OFF,2,DDR4_2400_16x4,None,32,snap,1.572572,338687269,0.145305,16503564,16512552,113578454,49506.908235,1657922196247.747803,1054.274373,1705021612382.416992,1084.224939
8,16,OFF,2,DDR4_2400_8x8,None,64,mm,0.150212,48099401,0.301804,2200699,2200906,7291813,55298.575135,83751390542.199280,557.554968,89056922272.282227,592.875284
8,16,OFF,8,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,quick,0.019906,35594462,0.024786,50634,111358,2042858,108628.036497,0,0,,
128,16,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,64,quick,0.011678,35013069,0.006882,13584,22180,1973748,52533.936985,5822354144.392724,498.582495,5848959066.165535,500.860740
16,2,ON,8,DDR3_1600_8x8,TaggedPrefetcher,64,snap,0.501268,316153494,0.031430,3257880,6862059,103655537,17830.171615,242803916760,484.379829,242652635610,484.078032
8,4,OFF,16,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,mm,0.364249,48652834,0.298764,2217208,6484798,7421270,149545.532038,0,0,,
1,2,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,128,quick,0.028391,35883658,0.172443,351551,694330,2038650,46354.434975,13606608941.828041,479.260780,,
128,8,ON,2,DDR3_2133_8x8,None,64,quick,0.009675,34839122,0.009955,19649,19388,1973876,22930.352690,5304755471.063928,548.316902,5365381558.991930,554.583413
16,4,OFF,4,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,128,pen,0.146768,74563143,0.031012,544839,598786,17568571,96615.959944,0,0,,
256,4,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,quick,0.010073,34920488,0.012891,25661,25230,1990578,23399.692140,4847680515,481.274671,4920576735,488.511762
32,1,OFF,2,LPDDR5_6400_1x16_BG_BL16,SignaturePathPrefetcher,128,mm,0.242265,48283939,0.310739,2278843,4918767,7333619,92926.116235,0,0,,
256,2,ON,8,LPDDR5_5500_1x16_8B_BL32,AMPMPrefetcher,32,insert,0.061408,75070054,0.001112,15061,30237,13541209,21504.050196,0,0,,
256,8,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,insert,0.064698,75230581,0.001345,18220,29303,13550478,50806.997805,31223980170,482.614621,31276356225,483.424173
8,2,ON,4,LPDDR5_6400_1x16_BG_BL32,None,128,mm,0.053931,47743259,0.300300,2170619,2170927,7228159,13229.124042,0,0,,
128,4,OFF,2,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,128,quick,0.012998,35049032,0.005837,11569,12988,1981962,104083.196473,0,0,,
8,8,OFF,8,LPDDR5_5500_1x16_BG_BL32,BOPPrefetcher,32,snap,1.391474,343607847,0.048169,5574774,5583317,115733738,74824.391895,0,0,,
4,4,OFF,16,LPDDR5_6400_1x16_BG_BL16,None,64,quick,0.017458,35538944,0.029375,59725,59864,2033196,78584.788614,0,0,,
1,8,ON,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,quick,0.011749,35038300,0.073570,145574,365590,1978719,15611.788506,0,0,,
16,8,ON,8,DDR4_2400_4x16,AMPMPrefetcher,128,quick,0.009293,34852552,0.009796,19229,33251,1962919,16344.765718,2181185962.818845,234.723828,,
64,4,ON,16,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,pen,0.075597,74224223,0.010171,178465,346136,17546807,37027.941053,0,0,,
1,2,ON,16,LPDDR5_5500_1x16_BG_BL32,None,128,insert,0.065333,75197519,0.026677,361234,361556,13540796,13449.394298,0,0,,
8,4,OFF,2,DDR3_1600_8x8,BOPPrefetcher,128,mm,0.158619,48104198,0.288066,2099827,2173185,7289394,61831.446114,100986281010,636.659327,103809944265,654.460869
512,16,ON,8,LPDDR5_5500_1x16_BG_BL32,TaggedPrefetcher,128,quick,0.009194,34838620,0.001561,3075,6306,1970221,38101.463415,0,0,,
4,1,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,128,pen,0.121425,74379877,0.193850,3406883,5787038,17574843,16252.630484,105801100380.911362,871.325772,105843814452.445740,871.677544
1,1,OFF,1,DDR3_1600_8x8,TaggedPrefetcher,64,mm,0.196426,48581797,0.400943,2928604,8019965,7304287,57343.278230,135793136715,691.319233,140775207465,716.682823
32,16,OFF,2,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,128,mm,0.233038,48206960,0.271246,1987494,4512554,7327285,101765.763318,0,0,,
512,2,ON,8,DDR4_2400_16x4,BOPPrefetcher,64,insert,0.061045,75037371,0.000686,9286,8979,13539506,20993.161749,51439459282.681442,842.646363,51386836012.412659,841.784324
16,2,ON,1,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,32,quick,0.011009,34967239,0.019837,39353,81385,1983813,28804.169898,0,0,,
512,4,ON,8,DDR4_2400_4x16,None,64,quick,0.009235,34864617,0.003748,7391,6979,1972154,22060.140712,2122108426.289649,229.778861,,
128,2,OFF,8,DDR4_2400_8x8,None,128,insert,0.063547,75172492,0.000956,12950,12764,13542183,68190.540541,27697306885.900761,435.854383,27729289611.691177,436.357674
64,4,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,mm,0.153038,48024001,0.294651,2145830,6495723,7282613,57924.494485,72821249340.868011,475.838477,,
512,1,OFF,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,32,mm,0.035578,48001466,0.004950,35760,57707,7224003,98441.512864,0,0,,
512,1,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,pen,0.073690,74240166,0.007713,135348,238826,17547148,34472.518988,41486186960.907532,562.982115,41457430852.491646,562.591885
64,8,OFF,4,LPDDR5_6400_1x16_BG_BL16,AMPMPrefetcher,32,mm,0.297464,48331855,0.293163,2163098,6191940,7378482,122862.380253,0,0,,
64,2,ON,4,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,32,pen,0.092684,74886928,0.061989,1097552,1096667,17705728,20456.602967,0,0,,
512,1,OFF,1,LPDDR5_5500_1x16_BG_BL16,AMPMPrefetcher,32,quick,0.014502,35152725,0.007047,13956,23536,1980284,97073.516767,0,0,,
2,8,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,snap,0.690894,320329950,0.153383,16203971,31536580,105644001,15637.975438,337183099155,488.039132,337342016805,488.269150
32,1,OFF,16,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,mm,0.264021,48318257,0.307113,2255948,5032709,7345669,103597.844011,0,0,,
1,2,OFF,2,LPDDR5_6400_1x16_8B_BL32,AMPMPrefetcher,128,quick,0.034742,36192280,0.162811,332240,613912,2040651,65888.476601,0,0,,
16,4,ON,2,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,64,pen,0.084022,74461109,0.028282,497176,988224,17579395,26398.998544,0,0,,
2,2,ON,2,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,128,pen,0.129208,74368881,0.220708,3881117,6626881,17584864,16234.233341,0,0,,
32,4,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,128,snap,0.694474,320097460,0.012229,1290802,2736830,105549629,68064.862001,389616181943.701477,561.023742,388309847780.466736,559.142700
16,4,ON,16,LPDDR5_5500_1x16_BG_BL16,None,128,quick,0.009382,34882488,0.011994,23627,23692,1969975,16290.959495,0,0,,
32,2,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,insert,0.064560,75219972,0.001795,24306,50148,13541589,56924.997943,31246225770,483.990829,31330909170,485.302539
512,2,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,pen,0.095154,74511920,0.010499,184400,307483,17563897,47074.628525,62633997018.264442,658.241202,61281599356.488876,644.028412
512,2,ON,1,LPDDR5_5500_1x16_BG_BL32,None,128,snap,0.486750,316006064,0.003387,351627,345373,103807508,108669.806357,0,0,,
256,1,ON,4,LPDDR5_6400_1x16_8B_BL32,SignaturePathPrefetcher,32,insert,0.061658,75078569,0.001396,18908,34465,13546299,23254.231013,0,0,,
1,8,OFF,2,DDR3_1600_8x8,BOPPrefetcher,128,pen,0.404378,75285510,0.296425,5255123,5965790,17728353,59996.474488,264534494115,654.176714,268742017740,664.581648
64,16,ON,2,LPDDR5_5500_1x16_BG_BL32,None,32,mm,0.054842,47800013,0.301764,2184035,2183830,7237552,13368.236315,0,0,,
16,1,OFF,2,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,mm,0.354612,48550752,0.350723,2594113,7473687,7396481,124556.898254,0,0,,
8,2,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,insert,0.063601,75083924,0.014081,190765,435726,13547340,13720.483317,53784594393.265312,845.662849,53745003555.937309,845.040356
8,1,OFF,2,DDR3_1600_8x8,None,64,quick,0.014907,35180940,0.035153,69463,68288,1976005,51639.793847,8358576390,560.698384,8529074190,572.135480
128,2,ON,4,LPDDR5_5500_1x16_BG_BL32,None,128,quick,0.009389,34860300,0.006246,12297,12103,1968732,26067.577458,0,0,,
32,16,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,snap,0.677261,319803017,0.009093,958610,1599633,105417824,71976.027790,466691887562.884460,689.087053,457351671932.405640,675.295894
256,4,ON,4,DDR3_2133_8x8,AMPMPrefetcher,32,mm,0.028179,47712587,0.004098,29583,59976,7218657,24281.546834,15211668288.935310,539.818911,15243650029.271311,540.953852
256,4,OFF,4,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,32,pen,0.145211,75171906,0.022370,396433,740613,17721334,103664.592756,0,0,,
16,8,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,128,snap,0.785396,323605498,0.016804,1799432,2943154,107085059,77695.097397,490755512835,624.851146,481187429595,612.668649
8,1,OFF,4,LPDDR5_5500_1x16_8B_BL32,None,32,quick,0.020832,35682463,0.045439,92910,92225,2044723,70623.544290,0,0,,
4,2,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,snap,0.629648,320175469,0.107121,11309205,25422684,105574537,17766.446492,156128187458.165375,247.961133,,
512,2,ON,4,LPDDR5_5500_1x16_BG_BL16,TaggedPrefetcher,32,snap,0.535199,321183409,0.009219,977375,1222242,106021207,94297.667220,0,0,,
16,8,ON,1,LPDDR5_6400_1x16_BG_BL16,TaggedPrefetcher,128,insert,0.061905,75063676,0.002346,31778,61182,13544614,22997.089181,0,0,,
256,8,OFF,4,DDR4_2400_16x4,None,128,insert,0.063265,75166684,0.000668,9047,8762,13548287,66540.952802,54427210483.969315,860.302362,54459424189.330940,860.811548
8,4,OFF,4,LPDDR5_5500_1x16_BG_BL16,BOPPrefetcher,128,insert,0.075703,75029648,0.008346,112054,135533,13425572,107982.486123,0,0,,
512,16,OFF,16,LPDDR5_6400_1x16_BG_BL32,BOPPrefetcher,64,insert,0.064326,75231793,0.000450,6088,5698,13543488,74257.802234,0,0,,
16,4,OFF,1,LPDDR5_5500_1x16_8B_BL32,BOPPrefetcher,32,quick,0.018118,35518595,0.026837,54889,54846,2045290,71678.988504,0,0,,
64,16,OFF,2,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.065770,75297884,0.001223,16573,27191,13546949,95985.940988,0,0,,
16,1,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,insert,0.062001,75046148,0.004205,56910,69000,13533394,18867.694606,29155756065,470.250034,29136268425,469.935720
8,2,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,insert,0.074054,74955489,0.013797,185334,412306,13432714,57067.604973,22988258045.521950,310.424670,,
1,8,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,quick,0.010969,34935482,0.072590,143027,241562,1970328,14273.346990,4788748228.202340,436.577911,4774305051.784741,435.261163
128,8,OFF,8,LPDDR5_6400_1x16_BG_BL32,AMPMPrefetcher,64,insert,0.065332,75253089,0.001030,13948,22072,13537745,94255.950674,0,0,,
8,16,ON,8,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,32,snap,0.570841,321429151,0.039767,4220655,9104470,106135688,30011.868063,0,0,,
512,8,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,insert,0.061126,75043885,0.000270,3653,4878,13542829,42002.874350,25939418064.804192,424.359649,25921791714.165825,424.071288
512,1,OFF,4,LPDDR5_6400_1x16_BG_BL32,TaggedPrefetcher,64,quick,0.012826,35043755,0.005118,10073,17043,1968287,85757.470466,0,0,,
4,8,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,pen,0.088696,74261840,0.074707,1311768,3443689,17558843,15802.048076,22157783456.621376,249.817880,,
4,16,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,pen,0.174911,74664141,0.081041,1425927,3715178,17595183,61863.832090,196959505003.866028,1126.053937,201645789384.012299,1152.846292
512,16,ON,2,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,128,snap,0.459041,315102610,0.002477,256133,348372,103386674,78892.210297,0,0,,
64,4,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,128,quick,0.011452,34987605,0.005090,10021,21679,1968827,66220.786349,11005515760.108694,960.987966,11032233288.820698,963.320908
64,8,ON,16,LPDDR5_6400_1x16_BG_BL16,None,32,pen,0.091056,74890661,0.057250,1013131,1012221,17696572,20795.745565,0,0,,
128,2,OFF,16,LPDDR5_6400_1x16_8B_BL32,None,64,snap,0.781574,324460199,0.009709,1041147,1037333,107240214,48524.471568,0,0,,
128,2,ON,4,LPDDR5_5500_1x16_BG_BL32,AMPMPrefetcher,64,quick,0.009516,34866422,0.006514,12857,23663,1973633,23243.680485,0,0,,
256,1,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,64,pen,0.103037,74525096,0.015641,274604,561894,17556130,54150.263652,61402326360,595.925264,59945094570,581.782457
128,4,ON,1,DDR3_1600_8x8,TaggedPrefetcher,32,snap,0.518305,318904516,0.013531,1420792,1946147,105005498,51407.384402,259127636775,499.952039,259645438035,500.951068
32,16,OFF,4,DDR4_2400_16x4,BOPPrefetcher,64,insert,0.064263,75213886,0.001886,25539,29208,13544115,53706.527272,55654012942.618904,866.037367,55606305057.409233,865.294980
64,1,OFF,16,LPDDR5_6400_1x16_8B_BL32,BOPPrefetcher,64,quick,0.014873,35121765,0.015185,30003,39125,1975819,88938.622804,0,0,,
8,8,ON,1,DDR3_2133_8x8,TaggedPrefetcher,64,insert,0.064315,75068733,0.017980,243456,292409,13540369,13833.984375,34392288421.349464,534.749741,34372771868.069496,534.446287
32,8,OFF,8,DDR4_2400_4x16,BOPPrefetcher,32,pen,0.167102,75176652,0.074262,1316327,1315793,17725488,54298.284545,64749778722.067734,387.487003,,
16,8,OFF,8,LPDDR5_6400_1x16_BG_BL32,None,32,snap,1.145231,335292025,0.033206,3722957,3726874,112117802,65125.292879,0,0,,
128,8,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,pen,0.098713,74559030,0.013855,243319,457203,17561850,49955.024063,101275499609.591660,1025.956699,102340129323.298401,1036.741775
32,4,OFF,16,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,128,quick,0.014042,35105077,0.006947,13731,22927,1976479,129773.250310,0,0,,
128,8,OFF,2,LPDDR5_5500_1x16_BG_BL32,None,32,snap,0.971818,333044398,0.014737,1637756,1633194,111130193,41184.489631,0,0,,
16,16,OFF,4,DDR4_2400_4x16,None,128,quick,0.012709,35086643,0.011271,22196,22210,1969301,72811.092089,4362089762.881153,343.220786,,
8,1,OFF,16,LPDDR5_5500_1x16_BG_BL32,SignaturePathPrefetcher,32,quick,0.021226,35688646,0.035795,73183,111039,2044492,96077.422352,0,0,,
64,8,OFF,2,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,64,quick,0.013808,35123532,0.008468,16803,30948,1984403,92988.811522,0,0,,
64,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,insert,0.064031,75180883,0.001694,22944,23241,13544243,51221.081764,27924499928.318325,436.106462,27961499656.504723,436.684300
4,1,ON,1,LPDDR5_6400_1x16_BG_BL16,None,64,pen,0.116372,74571311,0.154709,2722125,2723590,17595153,16962.447169,0,0,,
64,1,ON,16,LPDDR5_6400_1x16_BG_BL16,None,64,quick,0.009564,34882043,0.016799,33131,32992,1972228,15546.889620,0,0,,
16,1,OFF,8,LPDDR5_5500_1x16_BG_BL16,None,32,snap,1.509713,342287182,0.080732,9295374,9297962,115138258,62506.619206,0,0,,
32,2,ON,8,LPDDR5_5500_1x16_8B_BL32,TaggedPrefetcher,64,pen,0.082392,74436734,0.023816,418741,955504,17582018,28598.730480,0,0,,
16,2,OFF,4,LPDDR5_6400_1x16_BG_BL16,None,128,insert,0.067892,75337217,0.002931,39682,39756,13540441,98048.485459,0,0,,
4,16,ON,8,LPDDR5_6400_1x16_8B_BL32,TaggedPrefetcher,32,insert,0.069803,75137909,0.052358,709980,791686,13559984,13129.076168,0,0,,
512,8,OFF,1,LPDDR5_5500_1x16_BG_BL16,SignaturePathPrefetcher,32,snap,0.917291,334369071,0.008296,927274,1097203,111767078,88644.015144,0,0,,
1,8,ON,16,DDR4_2400_16x4,BOPPrefetcher,128,insert,0.065036,75125793,0.024400,330397,400811,13540754,13760.489653,54781136732.818703,842.325934,54793675747.205910,842.518737
1,4,OFF,16,LPDDR5_6400_1x16_8B_BL32,None,64,mm,0.228658,48653341,0.336228,2462350,2462827,7323464,80542.493959,0,0,,
