l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds,sim_insts,dcache_overall_miss_rate,dcache_overall_misses,dcache_replacements
256,8,ON,1,DDR3_2133_8x8,None,128,0.032643,158247260,0.002334,16208,15238
32,2,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.059437,158246035,0.330119,2293629,10865848
32,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.124878,158758188,0.228893,1591293,4080162
512,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.032846,158259693,0.001297,9000,9623
128,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,0.092340,158799910,0.160321,1113701,1133299
512,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032484,158214165,0.001507,10467,17320
256,4,OFF,4,DDR4_2400_16x4,None,64,0.033068,158768050,0.005541,38470,37778
64,1,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.130743,158749912,0.258339,1794891,1794163
64,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.057503,158228874,0.298199,2071294,2146507
256,16,OFF,8,DDR3_1600_8x8,None,128,0.031702,158757846,0.002498,17338,15247
32,16,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.046412,158248947,0.152436,1058485,3431887
128,4,ON,8,DDR4_2400_16x4,BOPPrefetcher,32,0.046029,158178036,0.168442,1169347,1168669
128,1,OFF,1,DDR4_2400_8x8,None,32,0.107148,158749040,0.194549,1352058,1351342
128,16,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,128,0.108036,158766566,0.173613,1207500,1342359
512,1,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,0.065462,158820472,0.083806,581916,581179
32,8,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.059885,158181081,0.320724,2227966,10751805
256,1,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.038043,158216418,0.050451,350229,1057516
32,2,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.101770,158766490,0.193311,1343395,3461249
256,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032377,158749925,0.004201,29148,53775
256,2,OFF,16,DDR4_2400_8x8,None,128,0.032588,158786163,0.004173,28991,26847
128,16,ON,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.049040,158195791,0.184340,1280078,3751147
32,4,OFF,1,DDR4_2400_8x8,None,32,0.152689,158729741,0.314921,2191175,2190472
128,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.046803,158191093,0.157697,1094620,1744762
128,1,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.119812,158785648,0.210465,1462473,1511081
64,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,64,0.054582,158230254,0.261540,1816843,1871145
32,1,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.156155,158719866,0.336326,2338042,6821121
64,1,ON,4,DDR3_1600_8x8,None,128,0.055144,158208470,0.268345,1863830,1863198
256,8,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.031644,158714990,0.002384,16543,28906
256,8,ON,16,DDR4_2400_4x16,None,32,0.032790,158161731,0.007499,52039,51330
256,8,ON,8,DDR3_2133_8x8,None,64,0.032824,158288725,0.004073,28279,27617
32,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044611,158216295,0.151322,1051119,3735927
64,1,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.159555,158758229,0.280280,1948822,5560950
128,8,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.125262,158811180,0.195161,1357943,3861152
32,4,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.158188,158724910,0.317239,2206492,6761073
128,1,OFF,8,DDR3_2133_8x8,None,128,0.112398,158773909,0.199005,1382897,1380753
32,16,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.155275,158778816,0.316371,2199602,6696765
64,8,ON,8,DDR3_1600_8x8,None,64,0.058228,158218654,0.309927,2152245,2151648
512,8,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809,158746249,0.001493,10369,18789
512,1,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.037475,158224308,0.058216,404221,417664
128,8,OFF,2,DDR4_2400_4x16,None,32,0.108702,158784285,0.191356,1329513,1328785
64,2,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.152590,158833806,0.312200,2170278,6387605
32,4,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.059491,158224445,0.327158,2273447,10726321
512,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.032800,158229520,0.000938,6509,8956
512,1,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.035718,158255400,0.042208,293108,2128426
128,16,ON,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.047546,158230061,0.176444,1225513,1567425
256,1,ON,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.039072,158199413,0.063783,442694,1270836
256,8,OFF,4,DDR4_2400_8x8,None,64,0.032137,158760225,0.003993,27701,27005
64,16,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.107756,158777343,0.219530,1524881,3830379
32,8,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.151188,158713213,0.312424,2172030,6389721
32,4,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.063408,158198623,0.315192,2190064,8089995
128,1,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.091322,158725576,0.147259,1022938,3614307
64,2,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.057759,158173812,0.314493,2184214,2183560
512,2,ON,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.032687,158248707,0.004558,31627,90207
128,1,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.039170,158182423,0.074605,517722,1903725
256,16,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.032789,158203535,0.001597,11088,16528
32,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.060719,158236870,0.330508,2294829,2391403
32,1,ON,1,DDR3_2133_8x8,None,32,0.059935,158107404,0.329033,2285984,2285326
256,2,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.033954,158778349,0.005482,38071,77475
256,8,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.032724,158274394,0.001943,13496,16430
128,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.040626,158212944,0.095635,664178,2122162
32,4,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.109507,158762037,0.218142,1515696,3730633
512,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.031688,158783612,0.003272,22707,30331
256,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.032378,158204979,0.007350,51046,50328
64,8,OFF,4,DDR4_2400_16x4,BOPPrefetcher,128,0.155854,158767113,0.296278,2062039,2142129
512,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032832,158241543,0.000812,5636,10627
512,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031934,158752524,0.001132,7859,10396
512,1,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.032529,158744207,0.004498,31242,95730
64,16,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.149156,158802157,0.307100,2134609,2190898
32,1,ON,2,DDR3_2133_8x8,None,32,0.059918,158178038,0.330610,2295823,2295197
64,4,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.059989,158210743,0.315489,2191910,9801422
32,8,ON,2,DDR4_2400_8x8,None,64,0.058041,158196823,0.310213,2155851,2155270
256,4,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032617,158233008,0.005321,36913,81898
64,4,ON,2,DDR4_2400_16x4,None,32,0.057695,158179488,0.314305,2183172,2182527
32,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.151067,158772735,0.309511,2151610,2218685
128,4,ON,4,DDR4_2400_8x8,None,128,0.042600,158217698,0.120133,834299,833534
128,8,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.079585,158740081,0.124228,862692,2434974
128,8,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.079430,158735341,0.114991,798374,2299729
32,8,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.045145,158168329,0.147413,1023452,3836299
512,1,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.040319,158791296,0.024332,168894,176627
64,1,ON,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.057872,158202467,0.302786,2103347,8808976
32,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.155893,158765430,0.297330,2068336,2142219
512,2,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031976,158837671,0.003077,21341,38395
256,2,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.032790,158210750,0.006113,42416,87076
32,2,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.152524,158743432,0.309715,2153769,6326185
256,2,ON,1,DDR4_2400_4x16,None,128,0.032726,158210075,0.005257,36487,35559
32,16,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.043319,158206468,0.120613,837638,2735323
256,8,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.032793,158212648,0.001577,10952,16157
128,1,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.146290,158790239,0.246811,1716770,4941486
64,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.169803,158761150,0.311019,2163683,6275448
32,1,ON,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.062442,158242757,0.338802,2354287,11028654
256,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.058410,158836781,0.066004,458465,457723
64,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.046472,158206384,0.151911,1055073,3757747
64,2,ON,2,DDR3_2133_8x8,None,32,0.056333,158182291,0.297453,2065939,2065284
256,1,OFF,8,DDR4_2400_8x8,None,64,0.072084,158793017,0.103236,717089,716398
256,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.058560,158791317,0.069318,481770,1401669
256,4,ON,16,DDR3_2133_8x8,None,64,0.033145,158281948,0.007018,48734,48090
256,2,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.039982,158242329,0.088657,615745,1787758
128,4,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.038794,158190578,0.075762,525973,1942370
256,16,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031702,158744720,0.001627,11301,16686
128,2,OFF,1,DDR4_2400_8x8,None,128,0.084425,158800914,0.123665,859441,857217
64,4,ON,8,DDR4_2400_8x8,None,128,0.058226,158233595,0.307850,2137550,2136947
512,8,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.031808,158738565,0.003563,24716,32956
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.031726,158727387,0.002323,16125,31449
32,1,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.060960,158151486,0.325113,2257488,6665775
256,4,OFF,1,DDR4_2400_4x16,None,128,0.032687,158753644,0.004298,29841,27750
32,8,OFF,1,DDR4_2400_8x8,None,64,0.151156,158801058,0.310098,2156741,2156080
512,2,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.032548,158231264,0.001798,12485,21098
64,2,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,32,0.153267,158812517,0.309138,2150081,5811249
32,4,ON,4,DDR3_2133_8x8,BOPPrefetcher,32,0.057889,158181763,0.315100,2188342,2187703
64,8,ON,4,DDR4_2400_8x8,None,32,0.057925,158199219,0.314281,2182989,2182330
128,1,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.109231,158830858,0.202774,1408841,4115488
64,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.110732,158769413,0.196743,1366904,3508441
32,1,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.063134,158181643,0.345042,2395514,11168718
32,16,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.103011,158762700,0.205782,1430525,3625043
256,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.031774,158741478,0.001487,10323,18806
512,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032422,158189798,0.002150,14924,28121
256,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032345,158750668,0.004296,29822,54716
128,8,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.050265,158213476,0.181820,1262246,3585498
512,16,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809,158770032,0.001416,9833,17460
256,4,ON,2,DDR4_2400_16x4,None,64,0.032888,158272480,0.006830,47421,46773
32,4,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.152903,158760236,0.315592,2194612,6631631
128,16,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.046653,158172779,0.181510,1260968,1260274
32,2,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.062745,158179452,0.311596,2164484,6244406
64,2,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.100616,158738683,0.199110,1383993,3615886
64,16,OFF,16,DDR3_2133_8x8,None,32,0.147769,158765266,0.314204,2183592,2182872
32,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.062291,158204406,0.308768,2145919,6203066
512,2,ON,16,DDR4_2400_16x4,None,32,0.032884,158209554,0.006218,43195,42458
256,4,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.032900,158797480,0.003269,22699,42179
512,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032416,158173112,0.002681,18614,34605
256,4,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.045473,158719482,0.029608,205587,589352
256,2,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.033119,158786165,0.004376,30397,48952
128,16,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.047477,158218834,0.177084,1229453,1276344
512,4,ON,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.032728,158244209,0.001101,7641,10206
32,4,ON,1,DDR4_2400_8x8,None,128,0.057975,158221456,0.308290,2140899,2139939
256,8,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032807,158204975,0.002341,16256,29530
32,8,ON,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.063543,158182740,0.313397,2176876,7876447
64,4,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.045250,158221245,0.157329,1092358,3884243
128,1,OFF,16,DDR4_2400_16x4,None,32,0.117942,158768205,0.223719,1555567,1554840
128,16,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.111341,158748603,0.179330,1246975,1530100
32,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.171407,158746101,0.308763,2146580,6202774
32,16,ON,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.060007,158158009,0.319572,2219834,10732267
128,4,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.039642,158236461,0.080103,556202,1964030
64,1,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.055996,158184833,0.243909,1694295,4881536
256,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032827,158230677,0.001271,8825,18449
256,16,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.031739,158726766,0.001776,12330,16533
32,4,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,0.057371,158172746,0.297499,2065622,2141775
32,8,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.147045,158732607,0.308388,2144009,6305181
512,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.031880,158843858,0.002752,19100,33695
512,2,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.031973,158737463,0.001351,9373,12914
256,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.032993,158237236,0.003108,21578,43009
128,16,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.037603,158206555,0.057565,399761,542426
32,1,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.061799,158190461,0.347547,2413873,11190604
512,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031685,158747851,0.001358,9425,15660
128,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.117144,158804360,0.219802,1527490,4921179
256,1,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.101626,158782089,0.187217,1300531,3811425
256,1,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.128959,158761135,0.211176,1468263,3198350
128,2,ON,8,DDR3_2133_8x8,None,128,0.045912,158243952,0.159446,1107471,1106838
256,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.041064,158155667,0.102770,713725,2085411
64,2,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.157482,158746446,0.297949,2072523,2145200
64,1,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.139362,158765529,0.260868,1813271,1873013
128,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,64,0.045122,158224493,0.147643,1025030,1050872
64,8,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.172950,158789976,0.309503,2154508,5304999
512,4,ON,4,DDR4_2400_16x4,BOPPrefetcher,32,0.032478,158178431,0.004594,31885,31139
512,1,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.032828,158213288,0.004717,32736,32321
64,1,OFF,8,DDR4_2400_8x8,None,32,0.130743,158749912,0.258339,1794891,1794163
512,1,ON,2,DDR3_1600_8x8,None,32,0.032623,158183032,0.007174,49800,49043
32,2,ON,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.062722,158236229,0.311678,2165871,6247131
32,4,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.111927,158807471,0.245985,1709238,4345113
128,1,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.039723,158216390,0.089769,623261,2271868
64,16,ON,2,DDR4_2400_8x8,None,64,0.058042,158250052,0.309808,2152532,2151933
512,8,OFF,2,DDR3_2133_8x8,BOPPrefetcher,32,0.032455,158738126,0.004078,28290,27525
128,16,ON,1,DDR4_2400_4x16,None,32,0.038918,158167220,0.087988,611015,610308
32,4,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.061951,158213943,0.308919,2146908,6203986
64,2,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.044271,158219282,0.126016,875469,3202236
128,1,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,0.098242,158818798,0.176007,1222976,1222247
64,16,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.114159,158760218,0.208128,1447531,3646238
64,16,OFF,4,DDR4_2400_16x4,None,64,0.148969,158804302,0.309662,2153270,2152597
256,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.032583,158233251,0.006486,45017,139673
32,16,ON,16,DDR3_1600_8x8,AMPMPrefetcher,32,0.059236,158217330,0.324484,2252638,10815848
128,4,ON,1,DDR4_2400_8x8,None,128,0.046242,158194233,0.168598,1170491,1169531
32,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.059197,158204426,0.327081,2271667,10844908
512,8,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.032682,158277360,0.002670,18553,32471
64,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.133374,158733594,0.270211,1877990,5804548
128,16,ON,8,DDR3_1600_8x8,None,32,0.047105,158208131,0.181861,1262610,1261934
64,16,ON,16,DDR4_2400_16x4,None,32,0.058147,158179916,0.314253,2182539,2181896
512,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.032122,158804083,0.002419,16799,15348
64,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,0.149903,158779616,0.306598,2132562,2184493
32,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.118884,158751940,0.224329,1559545,4043771
32,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.059944,158218051,0.318632,2213484,2284665
512,1,OFF,1,DDR3_1600_8x8,BOPPrefetcher,64,0.040600,158741499,0.024565,170525,174058
64,2,OFF,8,DDR3_1600_8x8,None,32,0.147285,158765680,0.297545,2068647,2067957
32,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,32,0.059497,158236052,0.327706,2276216,10786161
128,4,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.064100,158752548,0.072168,501392,1443762
256,16,ON,1,DDR3_1600_8x8,BOPPrefetcher,64,0.032591,158274255,0.003895,27053,28296
32,8,OFF,16,DDR3_2133_8x8,BOPPrefetcher,64,0.147512,158759920,0.309614,2153480,2215945
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.032277,158842014,0.005518,38296,58501
128,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.094322,158752275,0.162011,1124966,1799426
128,4,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.060988,158779316,0.076938,534430,1514596
256,8,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.031915,158725001,0.002879,19983,37085
128,1,ON,16,DDR4_2400_8x8,None,64,0.044624,158258288,0.144632,1004280,1003662
64,1,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,0.055738,158186771,0.273964,1902525,1951324
512,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031689,158731206,0.001477,10256,17024
32,8,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.062396,158201998,0.308700,2144286,6200562
256,8,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.032389,158194940,0.007531,52300,51580
128,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.097646,158717734,0.146070,1015193,2894113
32,4,ON,4,DDR4_2400_16x4,None,32,0.057862,158197362,0.315121,2188965,2188329
256,4,ON,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.032933,158221036,0.002452,17017,33825
64,16,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.058073,158241531,0.306959,2131886,2187345
32,4,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.172758,158790478,0.308706,2147184,6204263
32,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.150473,158759453,0.310200,2155929,6328880
32,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044226,158203734,0.143896,999437,3573252
32,16,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.058051,158203620,0.314980,2187955,2187315
64,16,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.172261,158799796,0.306595,2135223,6186957
512,4,ON,1,DDR3_2133_8x8,None,128,0.032783,158232670,0.001481,10281,9331
64,4,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.046107,158238251,0.151075,1048926,2985976
128,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.080026,158814112,0.123814,859874,2213413
32,8,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.045928,158197475,0.148352,1030235,3923592
32,1,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.161219,158703542,0.335024,2328900,6921330
128,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.061602,158775864,0.079612,552465,1551812
128,2,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.042635,158184006,0.130867,908642,907966
32,8,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.149370,158735224,0.308428,2144118,6304747
64,8,ON,8,DDR3_1600_8x8,BOPPrefetcher,64,0.057963,158268592,0.306925,2132428,2187230
64,1,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.058718,158181269,0.261613,1817596,5852548
512,16,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032780,158246910,0.000953,6618,9726
32,16,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.172163,158747421,0.313824,2182704,6512193
128,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.098545,158752718,0.141193,981707,2065865
64,8,ON,8,DDR3_1600_8x8,None,32,0.057987,158209515,0.314298,2183029,2182374
32,4,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.101937,158739379,0.190112,1320459,3306142
128,2,OFF,2,DDR4_2400_16x4,None,64,0.086336,158798220,0.142991,993258,992591
512,8,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032536,158254160,0.002424,16833,30715
256,1,OFF,4,DDR4_2400_4x16,None,64,0.093086,158756250,0.158752,1101853,1101165
512,4,OFF,2,DDR4_2400_4x16,None,32,0.032739,158822198,0.004428,30719,29951
256,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,0.066943,158788232,0.089405,621173,636492
32,8,ON,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.060243,158195693,0.308309,2142916,6303130
512,8,ON,4,DDR4_2400_16x4,None,64,0.032732,158266654,0.002362,16395,15708
128,16,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.046811,158217156,0.169475,1177038,2915489
32,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.125616,158749891,0.223419,1553106,4163414
256,4,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.032794,158239546,0.002420,16800,29552
256,2,OFF,1,DDR4_2400_4x16,None,32,0.069786,158814914,0.094251,654489,653738
512,8,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.031611,158764648,0.002286,15861,15351
64,4,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.102701,158750571,0.216711,1504890,3815026
512,4,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.032858,158229031,0.000887,6161,11773
128,2,OFF,16,DDR3_2133_8x8,BOPPrefetcher,32,0.098306,158829000,0.175583,1220510,1219783
32,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.059004,158207441,0.311066,2159465,6386849
256,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.051552,158781461,0.049977,346966,1006257
128,2,OFF,2,DDR4_2400_4x16,BOPPrefetcher,32,0.099504,158801420,0.166511,1156244,1155501
64,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.054563,158169964,0.267873,1860787,1860139
32,1,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.051899,158186983,0.189924,1318472,4942521
512,1,ON,2,DDR4_2400_8x8,None,32,0.037404,158192356,0.064077,444710,443970
128,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.104261,158805080,0.168078,1168353,1210927
64,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.104755,158740991,0.224276,1557907,3932297
128,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.090707,158764223,0.150318,1045256,3033515
512,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.034651,158261377,0.027133,188374,626393
64,8,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.062252,158209048,0.307127,2132673,6183948
128,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,128,0.095395,158743031,0.140074,973529,2776243
32,1,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.052660,158161914,0.191348,1328655,4165351
