l1d_size,l1d_assoc,l2cache,l2assoc,mem_type,l1d_hwp_type,cacheline_size,sim_seconds
512,4,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.032830
32,2,ON,8,DDR3_2133_8x8,BOPPrefetcher,64,0.058256
32,8,OFF,8,DDR4_2400_4x16,None,64,0.152669
64,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.062344
512,2,ON,8,DDR4_2400_8x8,None,64,0.032927
32,1,ON,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.060847
64,1,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,32,0.143263
256,8,ON,1,DDR3_2133_8x8,None,128,0.032643
32,2,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.059437
32,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.124878
512,8,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.032846
128,4,OFF,2,DDR3_2133_8x8,BOPPrefetcher,64,0.092340
512,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032484
256,4,OFF,4,DDR4_2400_16x4,None,64,0.033068
64,1,OFF,4,DDR4_2400_8x8,BOPPrefetcher,32,0.130743
64,2,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.057503
256,16,OFF,8,DDR3_1600_8x8,None,128,0.031702
32,16,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.046412
128,4,ON,8,DDR4_2400_16x4,BOPPrefetcher,32,0.046029
128,1,OFF,1,DDR4_2400_8x8,None,32,0.107148
128,16,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,128,0.108036
512,1,OFF,4,DDR3_1600_8x8,BOPPrefetcher,32,0.065462
32,8,ON,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.059885
256,1,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.038043
32,2,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.101770
256,8,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032377
256,2,OFF,16,DDR4_2400_8x8,None,128,0.032588
128,16,ON,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.049040
32,4,OFF,1,DDR4_2400_8x8,None,32,0.152689
128,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.046803
128,1,OFF,4,DDR3_1600_8x8,BOPPrefetcher,128,0.119812
64,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,64,0.054582
32,1,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.156155
64,1,ON,4,DDR3_1600_8x8,None,128,0.055144
256,8,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.031644
256,8,ON,16,DDR4_2400_4x16,None,32,0.032790
256,8,ON,8,DDR3_2133_8x8,None,64,0.032824
32,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.044611
64,1,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.159555
128,8,OFF,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.125262
32,4,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.158188
128,1,OFF,8,DDR3_2133_8x8,None,128,0.112398
32,16,OFF,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.155275
64,8,ON,8,DDR3_1600_8x8,None,64,0.058228
512,8,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809
512,1,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.037475
128,8,OFF,2,DDR4_2400_4x16,None,32,0.108702
64,2,OFF,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.152590
32,4,ON,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.059491
512,16,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.032800
512,1,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.035718
128,16,ON,16,DDR4_2400_4x16,AMPMPrefetcher,64,0.047546
256,1,ON,4,DDR4_2400_8x8,TaggedPrefetcher,128,0.039072
256,8,OFF,4,DDR4_2400_8x8,None,64,0.032137
64,16,OFF,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.107756
32,8,OFF,2,DDR3_1600_8x8,TaggedPrefetcher,32,0.151188
32,4,ON,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.063408
128,1,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.091322
64,2,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.057759
512,2,ON,4,DDR4_2400_16x4,AMPMPrefetcher,32,0.032687
128,1,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.039170
256,16,ON,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.032789
32,1,ON,1,DDR4_2400_8x8,BOPPrefetcher,64,0.060719
32,1,ON,1,DDR3_2133_8x8,None,32,0.059935
256,2,OFF,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.033954
256,8,ON,4,DDR4_2400_16x4,BOPPrefetcher,128,0.032724
128,8,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.040626
32,4,OFF,8,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.109507
512,16,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,32,0.031688
256,4,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.032378
64,8,OFF,4,DDR4_2400_16x4,BOPPrefetcher,128,0.155854
512,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032832
512,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.031934
512,1,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,64,0.032529
64,16,OFF,16,DDR4_2400_16x4,BOPPrefetcher,64,0.149156
32,1,ON,2,DDR3_2133_8x8,None,32,0.059918
64,4,ON,4,DDR3_1600_8x8,AMPMPrefetcher,64,0.059989
32,8,ON,2,DDR4_2400_8x8,None,64,0.058041
256,4,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032617
64,4,ON,2,DDR4_2400_16x4,None,32,0.057695
32,4,OFF,8,DDR4_2400_16x4,BOPPrefetcher,64,0.151067
128,4,ON,4,DDR4_2400_8x8,None,128,0.042600
128,8,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,32,0.079585
128,8,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,32,0.079430
32,8,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.045145
512,1,OFF,1,DDR3_2133_8x8,BOPPrefetcher,64,0.040319
64,1,ON,4,DDR4_2400_8x8,AMPMPrefetcher,32,0.057872
32,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.155893
512,2,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.031976
256,2,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.032790
32,2,OFF,2,DDR4_2400_4x16,TaggedPrefetcher,64,0.152524
256,2,ON,1,DDR4_2400_4x16,None,128,0.032726
32,16,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.043319
256,8,ON,2,DDR3_2133_8x8,AMPMPrefetcher,128,0.032793
128,1,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.146290
64,2,OFF,8,DDR4_2400_16x4,AMPMPrefetcher,128,0.169803
32,1,ON,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.062442
256,2,OFF,1,DDR3_1600_8x8,BOPPrefetcher,32,0.058410
64,4,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.046472
64,2,ON,2,DDR3_2133_8x8,None,32,0.056333
256,1,OFF,8,DDR4_2400_8x8,None,64,0.072084
256,2,OFF,8,DDR3_2133_8x8,TaggedPrefetcher,64,0.058560
256,4,ON,16,DDR3_2133_8x8,None,64,0.033145
256,2,ON,1,DDR4_2400_4x16,TaggedPrefetcher,64,0.039982
128,4,ON,8,DDR4_2400_4x16,AMPMPrefetcher,32,0.038794
256,16,OFF,1,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.031702
128,2,OFF,1,DDR4_2400_8x8,None,128,0.084425
64,4,ON,8,DDR4_2400_8x8,None,128,0.058226
512,8,OFF,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.031808
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,64,0.031726
32,1,ON,16,DDR4_2400_4x16,TaggedPrefetcher,32,0.060960
256,4,OFF,1,DDR4_2400_4x16,None,128,0.032687
32,8,OFF,1,DDR4_2400_8x8,None,64,0.151156
512,2,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.032548
64,2,OFF,16,DDR4_2400_8x8,AMPMPrefetcher,32,0.153267
32,4,ON,4,DDR3_2133_8x8,BOPPrefetcher,32,0.057889
64,8,ON,4,DDR4_2400_8x8,None,32,0.057925
128,1,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,32,0.109231
64,2,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.110732
32,1,ON,1,DDR4_2400_8x8,AMPMPrefetcher,64,0.063134
32,16,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.103011
256,8,OFF,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.031774
512,16,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032422
256,16,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032345
128,8,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.050265
512,16,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.031809
256,4,ON,2,DDR4_2400_16x4,None,64,0.032888
32,4,OFF,4,DDR4_2400_16x4,AMPMPrefetcher,64,0.152903
128,16,ON,1,DDR4_2400_16x4,BOPPrefetcher,32,0.046653
32,2,ON,16,DDR3_1600_8x8,TaggedPrefetcher,128,0.062745
64,2,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.100616
64,16,OFF,16,DDR3_2133_8x8,None,32,0.147769
32,4,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.062291
512,2,ON,16,DDR4_2400_16x4,None,32,0.032884
256,4,OFF,4,DDR3_1600_8x8,TaggedPrefetcher,128,0.032900
512,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.032416
256,4,OFF,1,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.045473
256,2,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.033119
128,16,ON,16,DDR3_2133_8x8,BOPPrefetcher,128,0.047477
512,4,ON,1,DDR4_2400_4x16,AMPMPrefetcher,128,0.032728
32,4,ON,1,DDR4_2400_8x8,None,128,0.057975
256,8,ON,8,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032807
32,8,ON,16,DDR3_1600_8x8,AMPMPrefetcher,128,0.063543
64,4,ON,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.045250
128,1,OFF,16,DDR4_2400_16x4,None,32,0.117942
128,16,OFF,2,DDR4_2400_16x4,AMPMPrefetcher,128,0.111341
32,8,OFF,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.171407
32,16,ON,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.060007
128,4,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.039642
64,1,ON,1,DDR4_2400_4x16,TaggedPrefetcher,128,0.055996
256,16,ON,4,DDR4_2400_16x4,TaggedPrefetcher,128,0.032827
256,16,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.031739
32,4,ON,8,DDR3_2133_8x8,BOPPrefetcher,128,0.057371
32,8,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.147045
512,4,OFF,8,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.031880
512,2,OFF,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.031973
256,4,ON,16,DDR4_2400_4x16,TaggedPrefetcher,128,0.032993
128,16,ON,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.037603
32,1,ON,8,DDR4_2400_8x8,AMPMPrefetcher,32,0.061799
512,16,OFF,16,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031685
128,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,32,0.117144
256,1,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,32,0.101626
256,1,OFF,2,DDR4_2400_4x16,AMPMPrefetcher,128,0.128959
128,2,ON,8,DDR3_2133_8x8,None,128,0.045912
256,1,ON,1,DDR3_2133_8x8,TaggedPrefetcher,32,0.041064
64,2,OFF,1,DDR4_2400_16x4,BOPPrefetcher,128,0.157482
64,1,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.139362
128,1,ON,2,DDR3_2133_8x8,BOPPrefetcher,64,0.045122
64,8,OFF,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.172950
512,4,ON,4,DDR4_2400_16x4,BOPPrefetcher,32,0.032478
512,1,ON,1,DDR4_2400_4x16,BOPPrefetcher,64,0.032828
64,1,OFF,8,DDR4_2400_8x8,None,32,0.130743
512,1,ON,2,DDR3_1600_8x8,None,32,0.032623
32,2,ON,8,DDR4_2400_8x8,TaggedPrefetcher,128,0.062722
32,4,OFF,4,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.111927
128,1,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.039723
64,16,ON,2,DDR4_2400_8x8,None,64,0.058042
512,8,OFF,2,DDR3_2133_8x8,BOPPrefetcher,32,0.032455
128,16,ON,1,DDR4_2400_4x16,None,32,0.038918
32,4,ON,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.061951
64,2,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.044271
128,1,OFF,1,DDR3_2133_8x8,BOPPrefetcher,32,0.098242
64,16,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.114159
64,16,OFF,4,DDR4_2400_16x4,None,64,0.148969
256,4,ON,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.032583
32,16,ON,16,DDR3_1600_8x8,AMPMPrefetcher,32,0.059236
128,4,ON,1,DDR4_2400_8x8,None,128,0.046242
32,4,ON,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.059197
512,8,ON,8,DDR4_2400_4x16,TaggedPrefetcher,32,0.032682
64,1,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.133374
128,16,ON,8,DDR3_1600_8x8,None,32,0.047105
64,16,ON,16,DDR4_2400_16x4,None,32,0.058147
512,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,128,0.032122
64,8,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,0.149903
32,8,OFF,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.118884
32,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,128,0.059944
512,1,OFF,1,DDR3_1600_8x8,BOPPrefetcher,64,0.040600
64,2,OFF,8,DDR3_1600_8x8,None,32,0.147285
32,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,32,0.059497
128,4,OFF,2,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.064100
256,16,ON,1,DDR3_1600_8x8,BOPPrefetcher,64,0.032591
32,8,OFF,16,DDR3_2133_8x8,BOPPrefetcher,64,0.147512
256,16,OFF,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.032277
128,8,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.094322
128,4,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.060988
256,8,OFF,4,DDR4_2400_4x16,TaggedPrefetcher,64,0.031915
128,1,ON,16,DDR4_2400_8x8,None,64,0.044624
64,1,ON,2,DDR4_2400_8x8,BOPPrefetcher,64,0.055738
512,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.031689
32,8,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.062396
256,8,ON,1,DDR4_2400_8x8,BOPPrefetcher,32,0.032389
128,1,OFF,2,DDR3_2133_8x8,TaggedPrefetcher,128,0.097646
32,4,ON,4,DDR4_2400_16x4,None,32,0.057862
256,4,ON,16,DDR4_2400_8x8,TaggedPrefetcher,128,0.032933
64,16,ON,16,DDR4_2400_8x8,BOPPrefetcher,64,0.058073
32,4,OFF,8,DDR4_2400_16x4,TaggedPrefetcher,128,0.172758
32,2,OFF,8,DDR4_2400_8x8,TaggedPrefetcher,64,0.150473
32,4,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044226
32,16,ON,8,DDR3_1600_8x8,BOPPrefetcher,32,0.058051
64,16,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,128,0.172261
512,4,ON,1,DDR3_2133_8x8,None,128,0.032783
64,4,ON,4,DDR3_2133_8x8,SignaturePathPrefetcher,128,0.046107
128,1,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.080026
32,8,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.045928
32,1,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,64,0.161219
128,4,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.061602
128,2,ON,2,DDR3_1600_8x8,BOPPrefetcher,32,0.042635
32,8,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.149370
64,8,ON,8,DDR3_1600_8x8,BOPPrefetcher,64,0.057963
64,1,ON,4,DDR4_2400_4x16,AMPMPrefetcher,128,0.058718
512,16,ON,1,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.032780
32,16,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.172163
128,2,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,128,0.098545
64,8,ON,8,DDR3_1600_8x8,None,32,0.057987
32,4,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.101937
128,2,OFF,2,DDR4_2400_16x4,None,64,0.086336
512,8,ON,4,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.032536
256,1,OFF,4,DDR4_2400_4x16,None,64,0.093086
512,4,OFF,2,DDR4_2400_4x16,None,32,0.032739
256,2,OFF,2,DDR4_2400_8x8,BOPPrefetcher,64,0.066943
32,8,ON,16,DDR4_2400_4x16,TaggedPrefetcher,64,0.060243
512,8,ON,4,DDR4_2400_16x4,None,64,0.032732
128,16,ON,2,DDR4_2400_4x16,AMPMPrefetcher,32,0.046811
32,4,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.125616
256,4,ON,8,DDR3_1600_8x8,AMPMPrefetcher,64,0.032794
256,2,OFF,1,DDR4_2400_4x16,None,32,0.069786
512,8,OFF,2,DDR4_2400_4x16,BOPPrefetcher,64,0.031611
64,4,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.102701
512,4,ON,8,DDR3_1600_8x8,TaggedPrefetcher,128,0.032858
128,2,OFF,16,DDR3_2133_8x8,BOPPrefetcher,32,0.098306
32,8,ON,4,DDR4_2400_16x4,TaggedPrefetcher,32,0.059004
256,4,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.051552
128,2,OFF,2,DDR4_2400_4x16,BOPPrefetcher,32,0.099504
64,1,ON,8,DDR4_2400_4x16,BOPPrefetcher,32,0.054563
32,1,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.051899
512,1,ON,2,DDR4_2400_8x8,None,32,0.037404
128,16,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.104261
64,16,OFF,8,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.104755
128,2,OFF,1,DDR4_2400_8x8,TaggedPrefetcher,64,0.090707
512,1,ON,8,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.034651
64,8,ON,2,DDR4_2400_8x8,TaggedPrefetcher,128,0.062252
128,2,OFF,4,DDR3_2133_8x8,TaggedPrefetcher,128,0.095395
32,1,ON,4,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.052660
128,2,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.039465
32,1,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.048437
128,16,OFF,16,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.071486
256,16,OFF,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.031717
32,16,OFF,4,DDR4_2400_4x16,AMPMPrefetcher,32,0.158688
256,2,OFF,16,DDR3_1600_8x8,None,128,0.033170
512,16,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,32,0.031734
32,1,OFF,16,DDR4_2400_8x8,None,32,0.156411
32,16,OFF,16,DDR4_2400_16x4,None,128,0.160258
32,8,ON,4,DDR4_2400_4x16,AMPMPrefetcher,64,0.059909
32,4,OFF,1,DDR4_2400_16x4,AMPMPrefetcher,128,0.171621
256,16,OFF,1,DDR4_2400_8x8,None,128,0.031810
128,16,ON,2,DDR4_2400_4x16,TaggedPrefetcher,128,0.037805
32,8,OFF,1,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.108895
256,4,OFF,1,DDR3_1600_8x8,None,64,0.033828
256,4,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.033151
128,4,ON,2,DDR3_2133_8x8,TaggedPrefetcher,32,0.045488
256,16,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.032765
64,1,ON,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.060885
128,16,OFF,1,DDR3_2133_8x8,None,64,0.097823
32,16,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.104332
64,8,ON,2,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.044561
32,2,OFF,1,DDR4_2400_8x8,BOPPrefetcher,64,0.149954
64,4,OFF,1,DDR3_2133_8x8,TaggedPrefetcher,64,0.147239
32,8,ON,4,DDR3_1600_8x8,None,128,0.058166
256,2,OFF,16,DDR4_2400_4x16,AMPMPrefetcher,32,0.033748
64,16,OFF,8,DDR3_1600_8x8,SignaturePathPrefetcher,32,0.105794
256,16,OFF,4,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.031722
128,4,OFF,2,DDR3_1600_8x8,AMPMPrefetcher,128,0.085559
256,16,ON,1,DDR4_2400_8x8,AMPMPrefetcher,128,0.032763
512,2,ON,1,DDR4_2400_4x16,BOPPrefetcher,128,0.032805
512,16,ON,1,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.032346
512,4,ON,16,DDR4_2400_8x8,None,32,0.032757
512,1,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.033736
512,1,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.041043
128,16,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.040385
32,1,OFF,4,DDR4_2400_16x4,BOPPrefetcher,64,0.152849
512,2,OFF,4,DDR4_2400_8x8,AMPMPrefetcher,64,0.032203
128,4,ON,16,DDR4_2400_16x4,AMPMPrefetcher,128,0.042892
256,1,ON,2,DDR4_2400_16x4,BOPPrefetcher,32,0.046105
32,1,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.155876
128,8,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.080348
256,16,ON,16,DDR4_2400_8x8,SignaturePathPrefetcher,64,0.032815
128,1,OFF,8,DDR4_2400_8x8,None,128,0.129472
32,1,OFF,4,DDR4_2400_8x8,BOPPrefetcher,128,0.162143
128,1,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.109231
512,16,ON,1,DDR3_1600_8x8,BOPPrefetcher,128,0.032711
128,8,ON,2,DDR4_2400_16x4,TaggedPrefetcher,64,0.049210
512,16,OFF,4,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.031948
512,2,ON,16,DDR4_2400_8x8,None,128,0.035188
512,2,OFF,2,DDR4_2400_8x8,AMPMPrefetcher,64,0.032203
512,1,ON,4,DDR4_2400_8x8,BOPPrefetcher,32,0.034062
64,1,OFF,8,DDR4_2400_4x16,BOPPrefetcher,128,0.145076
512,8,ON,16,DDR4_2400_4x16,SignaturePathPrefetcher,32,0.032402
256,1,ON,16,DDR4_2400_8x8,TaggedPrefetcher,32,0.045239
32,8,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,32,0.151724
64,4,ON,8,DDR4_2400_16x4,SignaturePathPrefetcher,128,0.045679
128,2,OFF,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.060604
512,4,OFF,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.031881
128,4,OFF,16,DDR4_2400_16x4,TaggedPrefetcher,32,0.077155
128,4,ON,16,DDR4_2400_16x4,AMPMPrefetcher,32,0.042109
512,1,ON,4,DDR3_2133_8x8,TaggedPrefetcher,64,0.034572
64,2,OFF,2,DDR3_1600_8x8,BOPPrefetcher,64,0.143642
512,1,ON,16,DDR4_2400_16x4,TaggedPrefetcher,128,0.036682
64,8,OFF,2,DDR3_1600_8x8,SignaturePathPrefetcher,64,0.103495
256,16,ON,4,DDR4_2400_16x4,BOPPrefetcher,32,0.032581
256,8,ON,2,DDR3_1600_8x8,TaggedPrefetcher,128,0.032782
64,16,OFF,8,DDR3_1600_8x8,AMPMPrefetcher,32,0.153922
32,2,OFF,2,DDR4_2400_16x4,TaggedPrefetcher,128,0.173076
128,8,ON,1,DDR4_2400_4x16,AMPMPrefetcher,64,0.042719
64,2,OFF,16,DDR3_2133_8x8,TaggedPrefetcher,128,0.157062
64,4,OFF,4,DDR4_2400_8x8,None,32,0.152128
128,2,ON,16,DDR4_2400_16x4,SignaturePathPrefetcher,32,0.037575
512,4,OFF,1,DDR3_2133_8x8,SignaturePathPrefetcher,64,0.031788
32,2,OFF,2,DDR3_2133_8x8,AMPMPrefetcher,64,0.155099
32,2,OFF,16,DDR3_1600_8x8,BOPPrefetcher,32,0.153600
64,8,ON,1,DDR4_2400_16x4,TaggedPrefetcher,64,0.059768
512,8,ON,2,DDR4_2400_4x16,SignaturePathPrefetcher,128,0.032817
512,4,ON,2,DDR3_1600_8x8,SignaturePathPrefetcher,128,0.032792
256,2,OFF,1,DDR3_2133_8x8,AMPMPrefetcher,32,0.057230
32,2,ON,1,DDR4_2400_8x8,SignaturePathPrefetcher,32,0.044341
512,8,OFF,16,DDR3_2133_8x8,AMPMPrefetcher,64,0.031738
512,16,OFF,8,DDR4_2400_4x16,TaggedPrefetcher,128,0.031897
128,8,ON,4,DDR4_2400_16x4,SignaturePathPrefetcher,64,0.037829
64,1,OFF,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.097697
128,4,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.103774
256,8,OFF,1,DDR3_1600_8x8,AMPMPrefetcher,32,0.032483
32,2,ON,16,DDR3_2133_8x8,SignaturePathPrefetcher,32,0.044370
256,4,OFF,1,DDR4_2400_4x16,None,32,0.036007
512,1,OFF,8,DDR3_1600_8x8,None,128,0.049616
128,16,OFF,2,DDR4_2400_8x8,TaggedPrefetcher,32,0.103739
32,8,OFF,8,DDR4_2400_4x16,AMPMPrefetcher,128,0.173550
64,16,OFF,1,DDR4_2400_16x4,TaggedPrefetcher,128,0.172250
32,2,ON,8,DDR3_2133_8x8,AMPMPrefetcher,128,0.064021
128,16,ON,2,DDR4_2400_4x16,BOPPrefetcher,128,0.046643
256,8,OFF,1,DDR3_1600_8x8,None,128,0.031704
256,4,OFF,8,DDR3_1600_8x8,BOPPrefetcher,64,0.033314
128,16,OFF,16,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.062047
512,4,OFF,8,DDR4_2400_4x16,SignaturePathPrefetcher,64,0.031680
256,1,ON,16,DDR4_2400_8x8,AMPMPrefetcher,128,0.040904
32,16,OFF,1,DDR3_2133_8x8,None,64,0.146249
256,2,ON,1,DDR4_2400_4x16,TaggedPrefetcher,32,0.035067
64,16,ON,2,DDR4_2400_8x8,SignaturePathPrefetcher,128,0.046167
